sujeto,relacion,objeto
Dust tracks on a road,tiene_categoría,African American novelists
Dust tracks on a road,tiene_categoría,Zora Neale Hurston
"Thoreau, the poet naturalist",tiene_categoría,Biography
"Thoreau, the poet naturalist",tiene_categoría,American Authors
"Thoreau, the poet naturalist",tiene_categoría,Naturalists
"Thoreau, the poet naturalist",tiene_categoría,Intellectuals
Green Hills of Africa,tiene_categoría,American Authors
Green Hills of Africa,tiene_categoría,Open Library Staff Picks
Green Hills of Africa,tiene_categoría,Fiction
Green Hills of Africa,tiene_categoría,Safaris
Green Hills of Africa,tiene_categoría,Hunting
Green Hills of Africa,tiene_categoría,Hunters
Green Hills of Africa,tiene_categoría,Fiction in English
Green Hills of Africa,tiene_categoría,Kenya Colony and Protectorate
Green Hills of Africa,tiene_categoría,Kenya
Green Hills of Africa,tiene_categoría,Big game hunting
La vérité sur l'affaire Harry Quebert,tiene_categoría,American Authors
La vérité sur l'affaire Harry Quebert,tiene_categoría,Fiction
La vérité sur l'affaire Harry Quebert,tiene_categoría,Women authors
La vérité sur l'affaire Harry Quebert,tiene_categoría,Detective and mystery stories
La vérité sur l'affaire Harry Quebert,tiene_categoría,Écrivains américains
La vérité sur l'affaire Harry Quebert,tiene_categoría,Cold cases (Criminal investigation)
La vérité sur l'affaire Harry Quebert,tiene_categoría,Crimes non résolus
La vérité sur l'affaire Harry Quebert,tiene_categoría,"Romans, nouvelles"
La vérité sur l'affaire Harry Quebert,tiene_categoría,Ficción
La vérité sur l'affaire Harry Quebert,tiene_categoría,Autoras
The Autobiography of Mark Twain,tiene_categoría,Biography
The Autobiography of Mark Twain,tiene_categoría,American Authors
The Autobiography of Mark Twain,tiene_categoría,19th century
The Autobiography of Mark Twain,tiene_categoría,American Novelists
The Autobiography of Mark Twain,tiene_categoría,Personal narratives
The Autobiography of Mark Twain,tiene_categoría,American Humorists
The Autobiography of Mark Twain,tiene_categoría,"Twain, Mark, 1835-1910"
The Autobiography of Mark Twain,tiene_categoría,Autobiographie
The Autobiography of Mark Twain,tiene_categoría,"Twain, Mark, -- 1835-1910"
The Autobiography of Mark Twain,tiene_categoría,Biograph
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Politics and government
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Fiction
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Travel
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Boys
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Huckleberry Finn (Fictitious character)
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Male friendship
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Kings and rulers
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,American Adventure stories
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Impostors and imposture
"Tom Sawyer Abroad, Tom Sawyer Detective and Other Stories Etc. Etc.",tiene_categoría,Poor children
Italian Hours,tiene_categoría,Biography
Italian Hours,tiene_categoría,American Authors
Italian Hours,tiene_categoría,Description and travel
Italian Hours,tiene_categoría,Journeys
Italian Hours,tiene_categoría,Fiction
Italian Hours,tiene_categoría,Travel
Italian Hours,tiene_categoría,Classic Literature
Italian Hours,tiene_categoría,Nonfiction
Italian Hours,tiene_categoría,"Authors, biography"
Italian Hours,tiene_categoría,"James, henry, 1843-1916"
Ralph Waldo Emerson,tiene_categoría,Biography
Ralph Waldo Emerson,tiene_categoría,American Authors
Ralph Waldo Emerson,tiene_categoría,Medicine in Literature
Ralph Waldo Emerson,tiene_categoría,Modern Literature
Die Briefe Thomas Manns,tiene_categoría,American Authors
Die Briefe Thomas Manns,tiene_categoría,Correspondence
Die Briefe Thomas Manns,tiene_categoría,Authors
Die Briefe Thomas Manns,tiene_categoría,Abstracts
Die Briefe Thomas Manns,tiene_categoría,German Authors
Die Briefe Thomas Manns,tiene_categoría,German Novelists
Die Briefe Thomas Manns,tiene_categoría,Correspondance
Die Briefe Thomas Manns,tiene_categoría,"Correspondence (Mann, Heinrich)"
Die Briefe Thomas Manns,tiene_categoría,Bibliography
Die Briefe Thomas Manns,tiene_categoría,"Dictionaries, indexes"
Se una notte d'inverno un viaggiatore,tiene_categoría,Fiction
Se una notte d'inverno un viaggiatore,tiene_categoría,History and criticism
Se una notte d'inverno un viaggiatore,tiene_categoría,Continental european fiction (fictional works by one author)
Se una notte d'inverno un viaggiatore,tiene_categoría,Man-woman relationships
Se una notte d'inverno un viaggiatore,tiene_categoría,Spanish American drama
Se una notte d'inverno un viaggiatore,tiene_categoría,Books and reading
Se una notte d'inverno un viaggiatore,tiene_categoría,Italian fiction
Se una notte d'inverno un viaggiatore,tiene_categoría,Translations Into English
Se una notte d'inverno un viaggiatore,tiene_categoría,FICTION / General
Se una notte d'inverno un viaggiatore,tiene_categoría,Postmodernism (Literature)
Memories of a Catholic girlhood,tiene_categoría,Biography
Memories of a Catholic girlhood,tiene_categoría,American Authors
Memories of a Catholic girlhood,tiene_categoría,"Authors, american"
Memories of a Catholic girlhood,tiene_categoría,Childhood and youth
Memories of a Catholic girlhood,tiene_categoría,"Authors, american--20th century--biography"
Memories of a Catholic girlhood,tiene_categoría,American Women authors
Memories of a Catholic girlhood,tiene_categoría,Autobiografie
Memories of a Catholic girlhood,tiene_categoría,Christian education
Memories of a Catholic girlhood,tiene_categoría,Auto-Biografias
Memories of a Catholic girlhood,tiene_categoría,"Mccarthy, mary , 1912-1989"
Henry James,tiene_categoría,Biography
Henry James,tiene_categoría,American Authors
Henry James,tiene_categoría,Correspondence
Henry James,tiene_categoría,American Novelists
Henry James,tiene_categoría,"James, henry, 1843-1916"
Henry James,tiene_categoría,Arts
Henry James,tiene_categoría,English Authors
Henry James,tiene_categoría,Reviews
Henry James,tiene_categoría,Beat generation
Henry James,tiene_categoría,Literary collections
A Russian journal,tiene_categoría,Biography
A Russian journal,tiene_categoría,American Authors
A Russian journal,tiene_categoría,Description and travel
A Russian journal,tiene_categoría,History
A Russian journal,tiene_categoría,Travel
A Russian journal,tiene_categoría,Nonfiction
A Russian journal,tiene_categoría,Biography & Autobiography
A Russian journal,tiene_categoría,Social conditions
A Russian journal,tiene_categoría,Condiciones sociales
A Russian journal,tiene_categoría,"Soviet union, description and travel"
A backward glance,tiene_categoría,Biography
A backward glance,tiene_categoría,American Authors
A backward glance,tiene_categoría,Correspondence
A backward glance,tiene_categoría,American Novelists
A backward glance,tiene_categoría,Authors
A backward glance,tiene_categoría,"Correspondence, reminiscences"
A backward glance,tiene_categoría,Autobiographie
A backward glance,tiene_categoría,Edith Wharton
A backward glance,tiene_categoría,"Wharton, edith, 1862-1937"
A backward glance,tiene_categoría,"Autobiography, women authors"
A New England boyhood,tiene_categoría,Biography
A New England boyhood,tiene_categoría,American Authors
A New England boyhood,tiene_categoría,Social life and customs
A New England boyhood,tiene_categoría,Childhood and youth
Palomar,tiene_categoría,American Authors
Palomar,tiene_categoría,Philosophy
Palomar,tiene_categoría,Fiction
Palomar,tiene_categoría,Continental european fiction (fictional works by one author)
Palomar,tiene_categoría,Histoire et critique
Palomar,tiene_categoría,Italian fiction
Palomar,tiene_categoría,"Fiction, biographical"
Palomar,tiene_categoría,Roman italien
Palomar,tiene_categoría,Allegories
The charm school,tiene_categoría,Biography
The charm school,tiene_categoría,American Authors
The charm school,tiene_categoría,Fiction
The charm school,tiene_categoría,"Fiction, thrillers, general"
The charm school,tiene_categoría,Large type books
The charm school,tiene_categoría,English fiction
The charm school,tiene_categoría,"Fiction, thrillers, espionage"
The charm school,tiene_categoría,"Soviet union, fiction"
The charm school,tiene_categoría,"Fiction, mystery & detective, general"
Zelda,tiene_categoría,Biography
Zelda,tiene_categoría,American Authors
Zelda,tiene_categoría,Marriage
Zelda,tiene_categoría,Women
Zelda,tiene_categoría,Authors' spouses
Zelda,tiene_categoría,Biography/
Zelda,tiene_categoría,Mental illness
Zelda,tiene_categoría,Biografie
Zelda,tiene_categoría,Mental Disorders
Zelda,tiene_categoría,Nineteen twenties
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,American Authors
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,Correspondence
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,American fiction
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,"Notebooks, sketchbooks"
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,"Fitzgerald, f. scott (francis scott), 1896-1940"
"The crack-up, with other uncollected pieces, note-books and unpublished letters, together with letters to Fitzgerald from Gertrude Stein, Edith Wharton, T.S. Eliot, Thomas Wolfe and John Dos Passos, and essays and poems by Paul Rosenfeld [and others]  Edited by Edmund Wilson",tiene_categoría,"Authors, correspondence"
A son of the middle border,tiene_categoría,Biography
A son of the middle border,tiene_categoría,American Authors
A son of the middle border,tiene_categoría,Frontier and pioneer life
A son of the middle border,tiene_categoría,"Authors, american"
A son of the middle border,tiene_categoría,"Authors, biography"
A son of the middle border,tiene_categoría,North-western States
A son of the middle border,tiene_categoría,"Garland, hamlin, 1860-1940"
A son of the middle border,tiene_categoría,"Frontier and pioneer life, middle west"
A son of the middle border,tiene_categoría,"Frontier and pioneer life, northwestern states"
Letters from New York,tiene_categoría,Biography
Letters from New York,tiene_categoría,American Authors
Letters from New York,tiene_categoría,Social life and customs
Letters from New York,tiene_categoría,Correspondence
Letters from New York,tiene_categoría,Description and travel
Letters from New York,tiene_categoría,Abolitionists
Letters from New York,tiene_categoría,"New york (n.y.), biography"
Letters from New York,tiene_categoría,"New york (n.y.), description and travel"
Letters from New York,tiene_categoría,"New york (n.y.), social life and customs"
Adventures and Letters of Richard Harding Davis,tiene_categoría,Biography
Adventures and Letters of Richard Harding Davis,tiene_categoría,American Authors
Adventures and Letters of Richard Harding Davis,tiene_categoría,Correspondence
Adventures and Letters of Richard Harding Davis,tiene_categoría,"Authors, American"
Adventures and Letters of Richard Harding Davis,tiene_categoría,Portraits
Adventures and Letters of Richard Harding Davis,tiene_categoría,Foreign correspondents
Su Luz Interior,tiene_categoría,American Authors
Su Luz Interior,tiene_categoría,Open Library Staff Picks
Su Luz Interior,tiene_categoría,Nonfiction
Su Luz Interior,tiene_categoría,Biography & Autobiography
Su Luz Interior,tiene_categoría,American Women authors
Su Luz Interior,tiene_categoría,Family
Su Luz Interior,tiene_categoría,Bipolar Disorder
Su Luz Interior,tiene_categoría,Manic-depressive persons
Su Luz Interior,tiene_categoría,Family Relations
Su Luz Interior,tiene_categoría,Family relationships
That summer in Paris,tiene_categoría,Biography
That summer in Paris,tiene_categoría,American Authors
