Obra,Relación,Tema
"Literatura mexicana, siglo XX, 1910-1949",tiene_como_tema,Mexican literature -- Bibliography
Una Paradoja Historica,tiene_como_tema,History - Military / War
Iman Para Fantasmas,tiene_como_tema,Poetry
Poesia (Volumen 1),tiene_como_tema,Spanish: Adult Nonfiction
Cuba,tiene_como_tema,Economic conditions
El aguijón del Espíritu,tiene_como_tema,Mexico -- Church history -- 20th century.
Un café exquisito,tiene_como_tema,Cuba -- Fiction
"Los grandes discos de rock, 1951-1975",tiene_como_tema,Rock musicians
La carrera del sapo y el venado,tiene_como_tema,Children's Books/Baby-Preschool
Amanecer en el Zócalo,tiene_como_tema,Contested elections -- Mexico -- History -- 21st century
Encrucijadas e incertezas en la izquierda centroamericana,tiene_como_tema,Central America -- Politics and government -- 1979-
Luis Arcaraz,tiene_como_tema,Mexican poetry
Eraclio Zepeda,tiene_como_tema,"Authors, Mexican -- 20th century -- Interviews."
Testimonios y reportajes,tiene_como_tema,Cuba -- Politics and government -- 1909-1933.
El espejo de papel,tiene_como_tema,Chile -- Civilization -- 19th century.
Quien Nacera Aqui,tiene_como_tema,Children's 4-8
Bolívar y Bello,tiene_como_tema,Statesmen -- Venezuela -- Biography.
La voz profunda,tiene_como_tema,Fiction - General
La Revolucion y las relaciones internacionales de Mexico (Biblioteca del Instituto Nacional de Estudios Historicos de la Revolucion Mexicana),tiene_como_tema,Foreign relations
México y la Intervención,tiene_como_tema,"Mexico -- History -- European intervention, 1861-1867."
(Des) articulaciones,tiene_como_tema,Cuban poetry
Katherine Mansfield y Alonso Quesada,tiene_como_tema,Criticism and interpretation
Historia social y ciencias sociales,tiene_como_tema,History
Colesterol y Aterosclerosis,tiene_como_tema,Reference
Una mirada a la vida intelectual cubana (1940-1950),tiene_como_tema,"Instituto de Literatura y Lingüística ""José Antonio Portuondo Valdor."""
Del plebiscito a la fortaleza,tiene_como_tema,Puerto Rico -- Politics and government -- 1952-
Y ahora qué?,tiene_como_tema,Colombia -- Social conditions -- 1970-
Próceres de la Restauración,tiene_como_tema,Dominican Republic -- History -- 1844-1930.
De ex libris,tiene_como_tema,"Bookplates, Spanish."
Montaña negra,tiene_como_tema,Immigrants -- Mexico -- Fiction.
El español en Santo Domingo,tiene_como_tema,Spanish language -- Dialects -- Dominican Republic
Así habla la delincuencia y otros más..,tiene_como_tema,Cant -- Dictionaries -- Spanish.
La novela en Tabasco,tiene_como_tema,Mexican fiction -- 20th century -- History and criticism.
Los géneros ensayísticos hispanoamericanos,tiene_como_tema,Spanish American essays -- History and criticism.
My Last Name,tiene_como_tema,1902-
La caída de carranza,tiene_como_tema,Politics and government
Los niños se despiden,tiene_como_tema,Spanish: Adult Nonfiction
Adarga catalana,tiene_como_tema,Heraldry -- Spain -- Catalonia
Cuatro ensayos antropológicos,tiene_como_tema,Indians of Mexico -- Mexico -- Yucatán (State) -- Economic conditions.
Mariano Fiallos,tiene_como_tema,"Fiallos Gil, Mariano, -- 1907-1964."
Antología histórica,tiene_como_tema,Monterrey (Mexico) -- History.
La generación del 18 en la poética venezolana,tiene_como_tema,Venezuelan literature -- History and criticism.
La Mara,tiene_como_tema,Spanish: Adult Fiction
Sincretismo religioso?,tiene_como_tema,Sectas -- Cuba.
Genesis de la decima malara,tiene_como_tema,Decimas.
En la piel equivocada,tiene_como_tema,Fiction
Lo extraño y lo maravilloso,tiene_como_tema,"Authors, Mexican"
Moctezuma,tiene_como_tema,Mexico
La gracia pública de las letras,tiene_como_tema,Mexico -- Intellectual life -- 20th century.
El delta del río Balsas,tiene_como_tema,Environmental policy -- Mexico -- Balsas River Valley.
La escuela puertorriqueña,tiene_como_tema,Education -- Puerto Rico -- History.
Escritos inéditos,tiene_como_tema,"Self-determination, National -- Mexico -- History."
Las grandes figuras españolas del Renacimiento y el Barroco,tiene_como_tema,Renaissance.
"El cuento hispanoamericano en el siglo XX, I (Clásicos Castalia)",tiene_como_tema,Spanish American fiction
Las obsesiones de Sofía,tiene_como_tema,Mexico -- Social life and customs -- 20th century -- Humor
Los límites del agua,tiene_como_tema,Interviews
De lujo y hambre,tiene_como_tema,"Authors, Mexican -- Travel -- Mexico."
Texturas,tiene_como_tema,Mexican literature -- Mexico -- Baja California (State) -- History and criticism.
Andalucía y América,tiene_como_tema,Spaniards -- America -- History.
Mujeres del volcán de Tequila,tiene_como_tema,Romance / Historical Romance
Carlos Castilla Del Pino (Atalaya),tiene_como_tema,Psychology
Entre el sueño y la realidad,tiene_como_tema,Spanish poetry -- Spain -- Andalusia -- History and criticism.
Sociología de Guatemala,tiene_como_tema,Mayas
La Linterna De Los Muertos,tiene_como_tema,Spanish: Adult Nonfiction
Selected Poems of José Maria Heredia in English Translation,tiene_como_tema,"Heredia, de, jose maria, 1842-1906"
El Laberinto De LA Soledad/Postdata/Vuelta a El Laberinto De LA Soledad (Coleccion Popular),tiene_como_tema,Mexico
Los guitarreros de Casasimarro hacen cantar a la madera,tiene_como_tema,Guitar makers -- Spain -- Cuenca -- Biography.
Derechos Fundamentales y Relaciones Laborales,tiene_como_tema,Labor & Employment
Juan Rulfo,tiene_como_tema,Biography
Coahuila,tiene_como_tema,Coahuila (Mexico : State) -- History.
La Ciudad de México en el siglo XIX,tiene_como_tema,Mexico City (Mexico) -- Social life and customs.
El profesor Vidriera,tiene_como_tema,"Cervantes Saavedra, Miguel de, 1547-1616 -- Characters -- Pedro"
Manual educativo y organizacional para los pescadores artesanales,tiene_como_tema,"Fisheries, Cooperative -- Central America -- Handbooks, manuals, etc."
¡Con las faldas bien puestas!,tiene_como_tema,Salvadoran Authors
Rubén Darío,tiene_como_tema,Nicaraguan Poets
Por una universidad lectora,tiene_como_tema,Books and reading
De la crisis a la catástrofe,tiene_como_tema,Philosophy.
"Textos sobre arte, literatura e identidad",tiene_como_tema,Dominican literature
Datos históricos de Jesus Sepultado y otras imágenes de la Escuela de Cristo,tiene_como_tema,Christian art and symbolism -- Guatemala -- Antigua.
Propuestas beneficas en obsequio de la humanidad,tiene_como_tema,Politics and government
Manos que cobijaron el después,tiene_como_tema,Criticism and interpretation
La poca lipsis que nos viene/ The Arriving Apocalypse,tiene_como_tema,Earth Sciences - General
Los obrajes en el virreinato del Perú,tiene_como_tema,Indian textile fabrics -- South America.
Encuentro Regional de Escritores en Lenguas Indígenas,tiene_como_tema,Languages
Martí en Cuba hoy,tiene_como_tema,Philosophy
La novela como historia,tiene_como_tema,Literature
Un árbol gatológico,tiene_como_tema,Libros y lectura
Poemas de José de Diego,tiene_como_tema,Poetry
Como amigo,tiene_como_tema,Novela
"Gregorio Mendel, 1822-1972",tiene_como_tema,Geneticists -- Austria -- Biography -- Congresses.
Ignacio Manuel Altamirano,tiene_como_tema,"Altamirano, Ignacio Manuel, 1834-1893."
"Porque es pecado, no te lo doy/ Because it's Sin, I Won´t Give It to You",tiene_como_tema,Divorce
Cedulario autobiográfico de pobladores y conquistadores de Nuevo León,tiene_como_tema,Politics and government
Explotación del ajonjolí en Sinaloa,tiene_como_tema,Sesame.
"El romanticismo en la literatura puertorriqueña, 1843-1880",tiene_como_tema,Puerto Rican literature -- History and criticism
Viajes de michoacanos al norte,tiene_como_tema,Michoacán de Ocampo (Mexico) -- Emigration and immigration -- History -- 20th century -- Sources
El diario de don José Ignacio Montes de Oca y Obregón-Ipandro Acaico,tiene_como_tema,Catholic Church. Diocese of Linares (Mexico) -- History -- Sources.
"Directorio ONG de Nicaragua, 1993-1995",tiene_como_tema,Nonprofit organizations
Oswaldo Salazar conversa con Amílcar Dávila,tiene_como_tema,Guatemalan Authors
Correspondencia diplomática sobre el caso del ciudadano de los Estados Unidos de América A.K. Cutting,tiene_como_tema,Criminal jurisdiction
La panza del Tepozteco/ The Belly of Tepozteco (Contemporanea/ Contemporary),tiene_como_tema,Spanish (Language) Contemporary Fiction
Al encuentro del sentido,tiene_como_tema,Mexican poetry
Novedad en la Academia!,tiene_como_tema,"Spanish language -- Idioms, corrections, errors"
Corona de fuego,tiene_como_tema,Spanish language -- Readers.
Donde Mejor Canta Un Pajaro / Where a Bird Sings the Best,tiene_como_tema,Spanish: Adult Fiction
"Santos, shamanes y zemíes",tiene_como_tema,Indians of the West Indies -- Hispaniola -- Antiquities.
Orden liberal y malestar social,tiene_como_tema,Neoliberalism
Asesinato/Assassination,tiene_como_tema,Spanish: Adult Nonfiction
América Latina,tiene_como_tema,Civil-military relations -- Latin America -- History -- 20th century -- Congresses.
El movimiento urbano popular en Tijuana,tiene_como_tema,Community development -- Mexico -- Tijuana (Baja California)
Doña Rosita la soltera,tiene_como_tema,"Garcia Lorca, Federico"
Fronteras circenses,tiene_como_tema,History
Un Plebiscito a Fidel Castro,tiene_como_tema,Cuba -- Politics and government -- 1959-
Temples de la tierra,tiene_como_tema,Mexican Folk dancing
Inside the monster,tiene_como_tema,United States -- Politics and government -- 1865-1900
La educación nacional,tiene_como_tema,Education -- Mexico -- History -- Sources.
El Museo Nacional de Antropología,tiene_como_tema,Museo Nacional de Antropología (Mexico)
"Parte de guerra, Tlatelolco 1968",tiene_como_tema,Student movements -- Mexico -- History -- 20th century
Informe nacional Venezuela,tiene_como_tema,Arid regions ecology -- Venezuela -- Congresses.
Los 43 de Iguala,tiene_como_tema,Kidnapping
Diáspora,tiene_como_tema,Bibliography
Respuesta a sor Filotea,tiene_como_tema,Literary Collections / Letters
Epistolario amoroso con Josefina Bros,tiene_como_tema,"Authors, Mexican -- 19th century -- Correspondence."
Que sean fuego las estrellas,tiene_como_tema,Conflictos laborales
Disolvencias,tiene_como_tema,Motion pictures -- Mexico -- History
La vida literaria en Cuba (1836-1840),tiene_como_tema,Literature
Diccionario de autores panameños,tiene_como_tema,Panamanian literature -- Bio-bibliography -- Dictionaries.
Cuentistas guatemaltecos olvidados,tiene_como_tema,Guatemalan fiction
Breve historia de México,tiene_como_tema,Mexico -- History
Antonio Sánchez Valverde,tiene_como_tema,Dominican Republic -- History -- To 1844
"Literatura, ideología y sociedad en Puerto Rico",tiene_como_tema,Politics and literature -- Puerto Rico.
Ganchillo,tiene_como_tema,Crocheting
Noticias estadisticas de Sonora y Sinaloa,tiene_como_tema,Sonora (Mexico : State) -- Description and travel.
Diccionario escolar de autores salvadoreños,tiene_como_tema,Bio-bibliography
Roberto Ruiz: Maravilla Del Mundo/Roberto Ruiz,tiene_como_tema,Sculptors
José Vasconcelos,tiene_como_tema,"Vasconcelos, José, -- 1881-1959."
Lecturas de Puebla,tiene_como_tema,Puebla (Mexico : State)
Las vacas locas,tiene_como_tema,Pictorial Mexican wit and humor
Carlota,tiene_como_tema,Biography
Libertad de expresión,tiene_como_tema,Mexico -- Politics and government -- 20th century -- In art -- Exhibitions.
"México, su evolución social",tiene_como_tema,Mexico
Don Juan Valera en su vida y en su obra,tiene_como_tema,"Valera, Juan, -- 1824-1905."
De Descartes a Marx,tiene_como_tema,Modern Philosophy
Letras anarquistas,tiene_como_tema,Prosa chilena
La vendedora de nubes,tiene_como_tema,Nubes
"Revolución, cultura y religión",tiene_como_tema,Religious aspects
"Lunes De Mazatlan, Cronicas 1892-1894 / Mondays of Mazatlan, Cronicles 1892-1894 (Obras De Amado Nervo)",tiene_como_tema,Mexico - History
Y ese hombre seré yo,tiene_como_tema,Biography as a literary form.
Luz encapuchada,tiene_como_tema,Salvadoran fiction
La eficacia espacial del transporte terrestre español,tiene_como_tema,Urban transportation -- Europe.
Sofia de los presagios,tiene_como_tema,Spanish fiction
"Miguel Angel Asturias, raíz y destino",tiene_como_tema,"Asturias, Miguel Angel -- Criticism and interpretation."
Huérfanos y bandidos,tiene_como_tema,"Payno, Manuel, -- 1810-1894."
Escritores de la provincia La Altagracia,tiene_como_tema,Dominican Authors
Pedro Santana,tiene_como_tema,"Santana, Pedro, 1801-1864."
Amigos,tiene_como_tema,Social Situations - Friendship
En torno a la literatura mexicana,tiene_como_tema,Mexican literature -- History and criticism.
Las canciones populares y la tonalidad medieval,tiene_como_tema,History and criticism
Anécdotas nicaragüenses,tiene_como_tema,Nicaragua -- History -- Anecdotes.
Historias de muerte y corrupción,tiene_como_tema,Death
Artículos periodísticos,tiene_como_tema,"Cuba -- History -- Revolution, 1895-1898."
De la amistad literaria,tiene_como_tema,Critics -- Mexico -- Biography.
El Libro De Las Emociones / The Book of Emotions,tiene_como_tema,Emotions -- Sociological aspects
Autocontrol,tiene_como_tema,Self-control
Oficio De Tinieblas (Novelistas contemporaneos),tiene_como_tema,Language readers
Las vacas locas,tiene_como_tema,Filosofia
Trans(it)Areas,tiene_como_tema,Social life and customs
El secuestro de Nicolás Acosta,tiene_como_tema,Salvadoran fiction
Tejer historias en el Caribe,tiene_como_tema,Spanish literature -- Mexico -- Yucatán (State)
La gota de agua,tiene_como_tema,Municipal water supply -- Mexico -- Mexico City -- Fiction.
Refranes y Aforismos Mexicanos,tiene_como_tema,Folklore & Mythology - Folklore
Teatro completo,tiene_como_tema,Mexican literature
"This great people has said ""enough"" and has begun to move . . .",tiene_como_tema,Latin American poetry
Man on fire : Luis Jiménez =,tiene_como_tema,"Jimenez, Luis, 1940-  -- Exhibitions"
Las profecías de las Sibilas,tiene_como_tema,Sibyllae et prophetae de Christo Salvatore vaticinantes
"Vasconcelos, el hombre multifacético",tiene_como_tema,Statesmen -- Mexico -- Biography
Catilina,tiene_como_tema,Cuban drama
Apología,tiene_como_tema,Our Lady of Guadalupe
¡De panzazo!,tiene_como_tema,Estudiantes
El Zipitio,tiene_como_tema,Fairy Tales & Folklore - Country/Ethnic-General
Capitalismo social vs. liberalismo feroz,tiene_como_tema,Latin America -- Politics and government -- 1980-
Breve glosa al Libro de buen amor,tiene_como_tema,"Ruiz, Juan, fl. 1343"
La ficción Fidel,tiene_como_tema,Política
En batalla de sencillez,tiene_como_tema,"Prado, Pedro, 1886-1952 -- Correspondence."
"Carta athenagorica de la madre Juana Ynes de la Cruz religiosa profesa de velo, y choro en el muy religioso Convento de San Geronimo de la ciudad de Mexico cabeza de la Nueva España, qve imprime, y dedica a la misma sor, Phylotea de la Cruz [pseud.] su estudiosa aficionada en el Convento de la Santissima Trinidad de la Puebla de los Angeles",tiene_como_tema,Jesus Christ -- Person and offices -- Early works to 1800.
El judaísmo y la literatura occidental,tiene_como_tema,Judaism in literature
Los Municipios de Michoacán,tiene_como_tema,Description and travel
Filosofía y neuronismo en Cajal,tiene_como_tema,Medical Philosophy
"Estado constitucional, derechos humanos, justicia y vida universitaria",tiene_como_tema,Human rights
