Obra,Relación,Autor
Más que lenguaje,fue_escrito_por,Luis Toledo Sande
Playa Girón,fue_escrito_por,Luis Toledo Sande
Detalles en el órgano,fue_escrito_por,Luis Toledo Sande
Flora cubana,fue_escrito_por,Luis Toledo Sande
Ser o no ser con José Martí,fue_escrito_por,Luis Toledo Sande
Ensayos sencillos con José Martí,fue_escrito_por,Luis Toledo Sande
José Marti,fue_escrito_por,Luis Toledo Sande
In the cow's backyard,fue_escrito_por,Alma Flor Ada
Dear Peter Rabbit,fue_escrito_por,Alma Flor Ada
Hagamos Camimos,fue_escrito_por,Alma Flor Ada
Daniel's mystery egg,fue_escrito_por,Alma Flor Ada
Under the royal palms,fue_escrito_por,Alma Flor Ada
The golden cage,fue_escrito_por,Alma Flor Ada
Gathering the sun,fue_escrito_por,Alma Flor Ada
Moneda de oro,fue_escrito_por,Alma Flor Ada
No fui yo--,fue_escrito_por,Alma Flor Ada
"Con cariño, Amalia",fue_escrito_por,Alma Flor Ada
Una extraña visita,fue_escrito_por,Alma Flor Ada
Amigos,fue_escrito_por,Alma Flor Ada
El Canto del Mosquito/Song of the Teeny-Tiny Mosquito,fue_escrito_por,Alma Flor Ada
Me Llamo Maria Isabel/My Name Is Maria Isabel,fue_escrito_por,Alma Flor Ada
El cuento del gato y otras poesías favoritas,fue_escrito_por,Alma Flor Ada
La moneda de oro,fue_escrito_por,Alma Flor Ada
Querido Pedri n,fue_escrito_por,Alma Flor Ada
Una semilla de luz,fue_escrito_por,Alma Flor Ada
LA Pinata Vacia / The Empty Pinata (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Mediopollito =,fue_escrito_por,Alma Flor Ada
Mi Mama Siembra Fresas,fue_escrito_por,Alma Flor Ada
Pavo Para La Cena de Gracias?,fue_escrito_por,Alma Flor Ada
A pesar del amor,fue_escrito_por,Alma Flor Ada
Hagamos Caminos,fue_escrito_por,Alma Flor Ada
Me Encantan Los Saturdays Y Los Domingos /i Love Saturdays Y Domingos,fue_escrito_por,Alma Flor Ada
Navegamos,fue_escrito_por,Alma Flor Ada
Quien Cuida Al Cocodrilo,fue_escrito_por,Alma Flor Ada
Quien Nacera Aqui,fue_escrito_por,Alma Flor Ada
El reino de la geometría,fue_escrito_por,Alma Flor Ada
Me Gustaria Tener,fue_escrito_por,Alma Flor Ada
"¡Muu, moo!",fue_escrito_por,Alma Flor Ada
A sus marcas!,fue_escrito_por,Alma Flor Ada
Celebra el Dia de San Patricio con Samantha y Lola,fue_escrito_por,Alma Flor Ada
Mrs. Sato's hens,fue_escrito_por,Alma Flor Ada
En un lugar muy lejano,fue_escrito_por,Alma Flor Ada
Strange Visitors,fue_escrito_por,Alma Flor Ada
"Una Extrana Visita/Strange Visitors (Ada, Alma Flor. Libros Para Contar.) (Ada, Alma Flor. Libros Para Contar.)",fue_escrito_por,Alma Flor Ada
Andamos,fue_escrito_por,Alma Flor Ada
Como Nacio El Arco Iris / How the Rainbow Came to Be (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Cuaderno De Actividades,fue_escrito_por,Alma Flor Ada
Despues De La Tormenta / After the Storm (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
El Canto Del Mosquito,fue_escrito_por,Alma Flor Ada
El Papalote / The Kite (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
El Susto De Los Fantasmas / What Are Ghosts Afraid Of? (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
The Empty Pinata (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Exploramos,fue_escrito_por,Alma Flor Ada
Home Connection,fue_escrito_por,Alma Flor Ada
I don't want to melt,fue_escrito_por,Alma Flor Ada
LA Sorpresa De Mama Coneja,fue_escrito_por,Alma Flor Ada
Las Tres Princesas,fue_escrito_por,Alma Flor Ada
Mas Poderoso Que Yo,fue_escrito_por,Alma Flor Ada
"Pavo Por La Cena De Gracias? No, Gracias! / Turkey for Thanksgiving Dinner? No Thanks! (Cuentos Para Todo El Ano / Stories the Year 'round)",fue_escrito_por,Alma Flor Ada
Querido Pedrin,fue_escrito_por,Alma Flor Ada
Rosa Alada (Cuentos Para Todo el Ano (Little Books)),fue_escrito_por,Alma Flor Ada
Student Activity Book,fue_escrito_por,Alma Flor Ada
A Surprise for Mother Rabbit (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Teacher's Guide,fue_escrito_por,Alma Flor Ada
Turkey for Thanksgiving Dinner,fue_escrito_por,Alma Flor Ada
Una Extrana Visita / Strange Visitors,fue_escrito_por,Alma Flor Ada
Una Extrana Visita / Strange Visitors (Libros Para Contar (Little Books)),fue_escrito_por,Alma Flor Ada
No Quiero Derretirme! / I Don't Want ot Melt! (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
"Pin, pin, sarabín",fue_escrito_por,Alma Flor Ada
El Susto De Los Fantasmas (Cuentos Para Todo El Ano),fue_escrito_por,Alma Flor Ada
El vuelo de los colibríes,fue_escrito_por,Alma Flor Ada
Extra! Extra!/ Extra! Extra!,fue_escrito_por,Alma Flor Ada
Guía para padres y maestros de niños bilingües,fue_escrito_por,Alma Flor Ada
How Happy I Would Be! (Stories for the Telling (Little Books)),fue_escrito_por,Alma Flor Ada
La Hamaca de la Vaca,fue_escrito_por,Alma Flor Ada
Quién nacera aquí?,fue_escrito_por,Alma Flor Ada
Abecedario De Los Animales (Album Espasa),fue_escrito_por,Alma Flor Ada
"Atentamente, Ricitos De Oro/ Yours Truly, Goldilocks",fue_escrito_por,Alma Flor Ada
Caballete (Puertas al Sol),fue_escrito_por,Alma Flor Ada
"Caminos de José Martí, Frida Kahlo, César Chávez",fue_escrito_por,Alma Flor Ada
Cuentame Un Cuento,fue_escrito_por,Alma Flor Ada
Días de circo,fue_escrito_por,Alma Flor Ada
El Conejo Y La Tortuga,fue_escrito_por,Alma Flor Ada
Cuentitos míos,fue_escrito_por,Alma Flor Ada
"Uno, dos, tres, Dime quién es!",fue_escrito_por,Alma Flor Ada
Tesoros de mi isla,fue_escrito_por,Alma Flor Ada
"¡Feliz cumpleaños, Caperucita Roja!",fue_escrito_por,Alma Flor Ada
"Ratoncito Pérez, cartero",fue_escrito_por,Alma Flor Ada
La tataranieta de Cucarachita Martina,fue_escrito_por,Alma Flor Ada
¡Sí! Somos latinos,fue_escrito_por,Alma Flor Ada
Aqui y alla,fue_escrito_por,Alma Flor Ada
Nacer bailando,fue_escrito_por,Alma Flor Ada
Abecedario de Los Animales (Animal Alphabet) (Album Espasa),fue_escrito_por,Alma Flor Ada
Mambrú,fue_escrito_por,Alma Flor Ada
Vamos de fiesta!,fue_escrito_por,Alma Flor Ada
Acerquense!,fue_escrito_por,Alma Flor Ada
En el barrio,fue_escrito_por,Alma Flor Ada
Sonrisas,fue_escrito_por,Alma Flor Ada
Strange Visitors (Stories for the Telling (Audio)) (Stories for the Telling),fue_escrito_por,Alma Flor Ada
Super Classroom Starter Kit,fue_escrito_por,Alma Flor Ada
A Surprise for Mother Rabbit (Stories the Year Round (Audio)) (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Turkey for Thanksgiving Dinner No Thanks!/Pavo Para LA Cena De Gracias     No Gracias (Stories the Year Round (Audio)) (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Turkey for Thanksgiving Dinner? No Thanks! (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Una vez en el medio del mar,fue_escrito_por,Alma Flor Ada
Uncle Nacho's Hat / El Sombrero Del Tio Nacho,fue_escrito_por,Alma Flor Ada
Ver y describir,fue_escrito_por,Alma Flor Ada
Voces (Puertas Al Sol / Gateways to the Sun),fue_escrito_por,Alma Flor Ada
What Are Ghosts Afraid of (Stories the Year Round (Audio)) (Stories the Year 'round),fue_escrito_por,Alma Flor Ada
Who's Hatching Here (Stories for the Telling (Audio)) (Stories for the Telling),fue_escrito_por,Alma Flor Ada
Who's Hatching Here? (Stories for the Telling (Little Books)),fue_escrito_por,Alma Flor Ada
LA Pinata Vacia (Cuentos Para Todo El Ano),fue_escrito_por,Alma Flor Ada
LA Pinata Vacia (Cuentos Para Todo el Ano (Audio)) (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
La Pinata Vacia (Cuentos Para Todo el Ano (Big Books)),fue_escrito_por,Alma Flor Ada
La Pinata Vacia (Cuentos Para Todo el Ano (Little Books)),fue_escrito_por,Alma Flor Ada
A la sombra de un ala,fue_escrito_por,Alma Flor Ada
La Sorpresa De Mama Coneja / A Surprise for Mother Rabbit (Cuentos Para Todo El Ano / Stories the Year 'round),fue_escrito_por,Alma Flor Ada
La sorpresa de Mamá Coneja,fue_escrito_por,Alma Flor Ada
Le Hamaca De La Vaca,fue_escrito_por,Alma Flor Ada
La voz del silencio,fue_escrito_por,Ana Cabrera Vivanco
Las cien voces del diablo,fue_escrito_por,Ana Cabrera Vivanco
Las horas del alma,fue_escrito_por,Ana Cabrera Vivanco
Delmira Agustini,fue_escrito_por,Ana Cabrera Vivanco
Los amantes clandestinos,fue_escrito_por,Ana Cabrera Vivanco
Vida de José Martí,fue_escrito_por,Alberto Baeza Flores
"Cuba, el laurel y la palma",fue_escrito_por,Alberto Baeza Flores
"Centroamérica, entre el ayer y el mañana",fue_escrito_por,Alberto Baeza Flores
Días como años,fue_escrito_por,Alberto Baeza Flores
Caribe amargo,fue_escrito_por,Alberto Baeza Flores
La frontera del adiós,fue_escrito_por,Alberto Baeza Flores
La poesía dominicana en el siglo XX,fue_escrito_por,Alberto Baeza Flores
Odiseo sin patria,fue_escrito_por,Alberto Baeza Flores
Transeunte de los sueños,fue_escrito_por,Alberto Baeza Flores
Chile,fue_escrito_por,Alberto Baeza Flores
Don federico Henríquez y Carvajal,fue_escrito_por,Alberto Baeza Flores
La muerte en el paraiso,fue_escrito_por,Alberto Baeza Flores
"Chile, un país para un regreso",fue_escrito_por,Alberto Baeza Flores
Ciervo vulnerado,fue_escrito_por,Alberto Baeza Flores
Dias como años,fue_escrito_por,Alberto Baeza Flores
El hombre de la rosa blanca,fue_escrito_por,Alberto Baeza Flores
Hombre peregrino,fue_escrito_por,Alberto Baeza Flores
Isla en las islas,fue_escrito_por,Alberto Baeza Flores
Isla in las islas,fue_escrito_por,Alberto Baeza Flores
La encrucijada revolucionaria de América Latina,fue_escrito_por,Alberto Baeza Flores
La frontera del adios,fue_escrito_por,Alberto Baeza Flores
La guerra psicológica en Ameérica Latina,fue_escrito_por,Alberto Baeza Flores
La lucha sin fin,fue_escrito_por,Alberto Baeza Flores
La muerte en el paraíso,fue_escrito_por,Alberto Baeza Flores
La poesia dominicana en el siglo XX,fue_escrito_por,Alberto Baeza Flores
Las dos orillas,fue_escrito_por,Alberto Baeza Flores
A la sombra de las galaxias,fue_escrito_por,Alberto Baeza Flores
La tierra más hermosa,fue_escrito_por,Alberto Baeza Flores
Los poetas dominicanos del 1965,fue_escrito_por,Alberto Baeza Flores
Luis Alberto,fue_escrito_por,Alberto Baeza Flores
Nuevas elegías en el Caribe,fue_escrito_por,Alberto Baeza Flores
Para nunca olvidar,fue_escrito_por,Alberto Baeza Flores
Pasadomañana,fue_escrito_por,Alberto Baeza Flores
País de balcones,fue_escrito_por,Alberto Baeza Flores
Poema coral para el retorno de Simón Bolívar,fue_escrito_por,Alberto Baeza Flores
"Poesía caminante, 1934-1984",fue_escrito_por,Alberto Baeza Flores
Poesía en el tiempo,fue_escrito_por,Alberto Baeza Flores
Poesía escrita en las Antillas,fue_escrito_por,Alberto Baeza Flores
Poesia en el tiempo,fue_escrito_por,Alberto Baeza Flores
Porque allí no habrá noche,fue_escrito_por,Alberto Baeza Flores
Provincia de amor,fue_escrito_por,Alberto Baeza Flores
Radiografía política de Chile,fue_escrito_por,Alberto Baeza Flores
"Romancero de Bayamo, y otros poemas",fue_escrito_por,Alberto Baeza Flores
Se hace camino al andar,fue_escrito_por,Alberto Baeza Flores
Siempre la vida,fue_escrito_por,Alberto Baeza Flores
Testimonio secreto,fue_escrito_por,Alberto Baeza Flores
Tres piezas de teatro hacia el mañana,fue_escrito_por,Alberto Baeza Flores
Viajero en el recuerdo,fue_escrito_por,Alberto Baeza Flores
Vida de Don Quijote de la libertad,fue_escrito_por,Alberto Baeza Flores
Visión del mundo,fue_escrito_por,Alberto Baeza Flores
Zona tórrida,fue_escrito_por,Alberto Baeza Flores
Antologia de la poesia hispanoamericana,fue_escrito_por,Alberto Baeza Flores
Caminante en España,fue_escrito_por,Alberto Baeza Flores
Carta marina a una niña perdida en la tierra,fue_escrito_por,Alberto Baeza Flores
"Chile, guitarra de América",fue_escrito_por,Alberto Baeza Flores
Corazón cotidiano,fue_escrito_por,Alberto Baeza Flores
Cuaderno del viajero,fue_escrito_por,Alberto Baeza Flores
El mundo como reino,fue_escrito_por,Alberto Baeza Flores
El nieto,fue_escrito_por,Alberto Baeza Flores
El pan sobre las aguas,fue_escrito_por,Alberto Baeza Flores
Evolución de la poesía costarricense,fue_escrito_por,Alberto Baeza Flores
Galáctico primero,fue_escrito_por,Alberto Baeza Flores
Haya de la Torre y la revolución constructiva de las Américas,fue_escrito_por,Alberto Baeza Flores
Dos proyecciones de lo dominicano,fue_escrito_por,Alberto Baeza Flores
La poesía dominicana en el siglo XX,fue_escrito_por,Alberto Baeza Flores
Porque Alli No Habra Noches,fue_escrito_por,Alberto Baeza Flores
Continuación del mundo,fue_escrito_por,Alberto Baeza Flores
Poesʹia esencial,fue_escrito_por,Alberto Baeza Flores
La Poesia Dominicana en el Siglo XX,fue_escrito_por,Alberto Baeza Flores
Poemas para cuatro manos,fue_escrito_por,Alberto Baeza Flores
"Daniel Oduber, una vida y cien imágenes",fue_escrito_por,Alberto Baeza Flores
Pablo Neruda y su presencia en Santo Domingo,fue_escrito_por,Alberto Baeza Flores
Zig Zag,fue_escrito_por,José Carlos Somoza
La caverna de las ideas,fue_escrito_por,José Carlos Somoza
Clara y la penumbra,fue_escrito_por,José Carlos Somoza
La llave del abismo,fue_escrito_por,José Carlos Somoza
Dama Numero Trece / The Number Thirteen Lady (Best Seller),fue_escrito_por,José Carlos Somoza
La dama número trece,fue_escrito_por,José Carlos Somoza
La Caja De Marfil/ The Ivory Box (Best Seller),fue_escrito_por,José Carlos Somoza
El cebo,fue_escrito_por,José Carlos Somoza
El detalle,fue_escrito_por,José Carlos Somoza
Dafne desvanecida,fue_escrito_por,José Carlos Somoza
La ventana pintada,fue_escrito_por,José Carlos Somoza
Dama Número Trece / the Thirteenth Lady,fue_escrito_por,José Carlos Somoza
Silencio de blanca,fue_escrito_por,José Carlos Somoza
El origen del mal,fue_escrito_por,José Carlos Somoza
El Detalle/ The Detail (Best Seller),fue_escrito_por,José Carlos Somoza
El Detalle/The Detail (Literatura),fue_escrito_por,José Carlos Somoza
Fantasmas de papel,fue_escrito_por,José Carlos Somoza
Geografia Mundial,fue_escrito_por,José Carlos Somoza
La caja de marfil,fue_escrito_por,José Carlos Somoza
Cartas de un asesino insignificante,fue_escrito_por,José Carlos Somoza
La Caja de Marfil (Best Seller,fue_escrito_por,José Carlos Somoza
La Caverna De Las Ideas/ The Cave of Ideas (Best Seller),fue_escrito_por,José Carlos Somoza
La Dama Numero Treceu,fue_escrito_por,José Carlos Somoza
La Ventana Pintada (El Libro De Bolsillo),fue_escrito_por,José Carlos Somoza
La Ventana Pintada / The Painted Window (Algaida Literaria),fue_escrito_por,José Carlos Somoza
Silencio De Blanca,fue_escrito_por,José Carlos Somoza
Tetrammeron,fue_escrito_por,José Carlos Somoza
Miguel Will,fue_escrito_por,José Carlos Somoza
"Martí, hombre",fue_escrito_por,Gonzalo de Quesada y Miranda
Iconografía martiana,fue_escrito_por,Gonzalo de Quesada y Miranda
Así vieron a Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
Así fue Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
Cloroformo,fue_escrito_por,Gonzalo de Quesada y Miranda
Del casco al gorro frigio,fue_escrito_por,Gonzalo de Quesada y Miranda
Discursos leídos en la recepción pública,fue_escrito_por,Gonzalo de Quesada y Miranda
!En Cuba libre!,fue_escrito_por,Gonzalo de Quesada y Miranda
Facetas de Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
Guía para las Obras completas de Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
La juventud de Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
Los natales de Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
"Martí, periodista",fue_escrito_por,Gonzalo de Quesada y Miranda
Mujeres de Martí,fue_escrito_por,Gonzalo de Quesada y Miranda
Significación martiana del 10 de octubre,fue_escrito_por,Gonzalo de Quesada y Miranda
Martí en Dos Ríos,fue_escrito_por,Gonzalo de Quesada y Miranda
Llover sobre mojado,fue_escrito_por,Lisandro Otero
La situación,fue_escrito_por,Lisandro Otero
Disidencias y coincidencias en Cuba,fue_escrito_por,Lisandro Otero
Pasión de Urbino,fue_escrito_por,Lisandro Otero
Temporada de ángeles,fue_escrito_por,Lisandro Otero
Temporada de ángeles,fue_escrito_por,Lisandro Otero
En busca de Viet Nam,fue_escrito_por,Lisandro Otero
Arbol de la vida,fue_escrito_por,Lisandro Otero
Bolero,fue_escrito_por,Lisandro Otero
En ciudad semejante,fue_escrito_por,Lisandro Otero
Razón y fuerza de Chile,fue_escrito_por,Lisandro Otero
Avisos de ocasión,fue_escrito_por,Lisandro Otero
Clave para Matta,fue_escrito_por,Lisandro Otero
Cuba,fue_escrito_por,Lisandro Otero
Cuba : Z. D. A,fue_escrito_por,Lisandro Otero
En ciudad semejanta,fue_escrito_por,Lisandro Otero
General a caballo,fue_escrito_por,Lisandro Otero
Hemingway,fue_escrito_por,Lisandro Otero
La situacio n,fue_escrito_por,Lisandro Otero
La travesía,fue_escrito_por,Lisandro Otero
La utopía cubana desde adentro,fue_escrito_por,Lisandro Otero
Playa Girón,fue_escrito_por,Lisandro Otero
Playa Giron,fue_escrito_por,Lisandro Otero
Tiempo de cambio,fue_escrito_por,Lisandro Otero
Trazado,fue_escrito_por,Lisandro Otero
Pasión de Urbino ; General a caballo ; Temporada de ángeles,fue_escrito_por,Lisandro Otero
Temporada de Angeles,fue_escrito_por,Lisandro Otero
Trilogia Cubana,fue_escrito_por,Lisandro Otero
La situación,fue_escrito_por,Lisandro Otero
De Gutenberg a Bill Gates,fue_escrito_por,Lisandro Otero
Charada,fue_escrito_por,Lisandro Otero
Dissidences et coincidences a Cuba,fue_escrito_por,Lisandro Otero
Poemas gráficos,fue_escrito_por,Manuel de la Cruz
