Obra,Relación,País del Autor
José Marti,el_autor_es_del_pais,Cuba
In the cow's backyard,el_autor_es_del_pais,Cuba
Dear Peter Rabbit,el_autor_es_del_pais,Cuba
Hagamos Camimos,el_autor_es_del_pais,Cuba
Daniel's mystery egg,el_autor_es_del_pais,Cuba
Under the royal palms,el_autor_es_del_pais,Cuba
The golden cage,el_autor_es_del_pais,Cuba
Gathering the sun,el_autor_es_del_pais,Cuba
Moneda de oro,el_autor_es_del_pais,Cuba
No fui yo--,el_autor_es_del_pais,Cuba
"Con cariño, Amalia",el_autor_es_del_pais,Cuba
Una extraña visita,el_autor_es_del_pais,Cuba
Amigos,el_autor_es_del_pais,Cuba
El Canto del Mosquito/Song of the Teeny-Tiny Mosquito,el_autor_es_del_pais,Cuba
Me Llamo Maria Isabel/My Name Is Maria Isabel,el_autor_es_del_pais,Cuba
El cuento del gato y otras poesías favoritas,el_autor_es_del_pais,Cuba
La moneda de oro,el_autor_es_del_pais,Cuba
Querido Pedri n,el_autor_es_del_pais,Cuba
Una semilla de luz,el_autor_es_del_pais,Cuba
LA Pinata Vacia / The Empty Pinata (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
Mediopollito =,el_autor_es_del_pais,Cuba
Mi Mama Siembra Fresas,el_autor_es_del_pais,Cuba
Pavo Para La Cena de Gracias?,el_autor_es_del_pais,Cuba
A pesar del amor,el_autor_es_del_pais,Cuba
Hagamos Caminos,el_autor_es_del_pais,Cuba
Me Encantan Los Saturdays Y Los Domingos /i Love Saturdays Y Domingos,el_autor_es_del_pais,Cuba
Navegamos,el_autor_es_del_pais,Cuba
Quien Cuida Al Cocodrilo,el_autor_es_del_pais,Cuba
Quien Nacera Aqui,el_autor_es_del_pais,Cuba
El reino de la geometría,el_autor_es_del_pais,Cuba
Me Gustaria Tener,el_autor_es_del_pais,Cuba
"¡Muu, moo!",el_autor_es_del_pais,Cuba
A sus marcas!,el_autor_es_del_pais,Cuba
Celebra el Dia de San Patricio con Samantha y Lola,el_autor_es_del_pais,Cuba
Mrs. Sato's hens,el_autor_es_del_pais,Cuba
En un lugar muy lejano,el_autor_es_del_pais,Cuba
Strange Visitors,el_autor_es_del_pais,Cuba
"Una Extrana Visita/Strange Visitors (Ada, Alma Flor. Libros Para Contar.) (Ada, Alma Flor. Libros Para Contar.)",el_autor_es_del_pais,Cuba
Andamos,el_autor_es_del_pais,Cuba
Como Nacio El Arco Iris / How the Rainbow Came to Be (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
Cuaderno De Actividades,el_autor_es_del_pais,Cuba
Despues De La Tormenta / After the Storm (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
El Canto Del Mosquito,el_autor_es_del_pais,Cuba
El Papalote / The Kite (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
El Susto De Los Fantasmas / What Are Ghosts Afraid Of? (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
The Empty Pinata (Stories the Year 'round),el_autor_es_del_pais,Cuba
Exploramos,el_autor_es_del_pais,Cuba
Home Connection,el_autor_es_del_pais,Cuba
I don't want to melt,el_autor_es_del_pais,Cuba
LA Sorpresa De Mama Coneja,el_autor_es_del_pais,Cuba
Las Tres Princesas,el_autor_es_del_pais,Cuba
Mas Poderoso Que Yo,el_autor_es_del_pais,Cuba
"Pavo Por La Cena De Gracias? No, Gracias! / Turkey for Thanksgiving Dinner? No Thanks! (Cuentos Para Todo El Ano / Stories the Year 'round)",el_autor_es_del_pais,Cuba
Querido Pedrin,el_autor_es_del_pais,Cuba
Rosa Alada (Cuentos Para Todo el Ano (Little Books)),el_autor_es_del_pais,Cuba
Student Activity Book,el_autor_es_del_pais,Cuba
A Surprise for Mother Rabbit (Stories the Year 'round),el_autor_es_del_pais,Cuba
Teacher's Guide,el_autor_es_del_pais,Cuba
Turkey for Thanksgiving Dinner,el_autor_es_del_pais,Cuba
Una Extrana Visita / Strange Visitors,el_autor_es_del_pais,Cuba
Una Extrana Visita / Strange Visitors (Libros Para Contar (Little Books)),el_autor_es_del_pais,Cuba
No Quiero Derretirme! / I Don't Want ot Melt! (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
"Pin, pin, sarabín",el_autor_es_del_pais,Cuba
El Susto De Los Fantasmas (Cuentos Para Todo El Ano),el_autor_es_del_pais,Cuba
El vuelo de los colibríes,el_autor_es_del_pais,Cuba
Extra! Extra!/ Extra! Extra!,el_autor_es_del_pais,Cuba
Guía para padres y maestros de niños bilingües,el_autor_es_del_pais,Cuba
How Happy I Would Be! (Stories for the Telling (Little Books)),el_autor_es_del_pais,Cuba
La Hamaca de la Vaca,el_autor_es_del_pais,Cuba
Quién nacera aquí?,el_autor_es_del_pais,Cuba
Abecedario De Los Animales (Album Espasa),el_autor_es_del_pais,Cuba
"Atentamente, Ricitos De Oro/ Yours Truly, Goldilocks",el_autor_es_del_pais,Cuba
Caballete (Puertas al Sol),el_autor_es_del_pais,Cuba
"Caminos de José Martí, Frida Kahlo, César Chávez",el_autor_es_del_pais,Cuba
Cuentame Un Cuento,el_autor_es_del_pais,Cuba
Días de circo,el_autor_es_del_pais,Cuba
El Conejo Y La Tortuga,el_autor_es_del_pais,Cuba
Cuentitos míos,el_autor_es_del_pais,Cuba
"Uno, dos, tres, Dime quién es!",el_autor_es_del_pais,Cuba
Tesoros de mi isla,el_autor_es_del_pais,Cuba
"¡Feliz cumpleaños, Caperucita Roja!",el_autor_es_del_pais,Cuba
"Ratoncito Pérez, cartero",el_autor_es_del_pais,Cuba
La tataranieta de Cucarachita Martina,el_autor_es_del_pais,Cuba
¡Sí! Somos latinos,el_autor_es_del_pais,Cuba
Aqui y alla,el_autor_es_del_pais,Cuba
Nacer bailando,el_autor_es_del_pais,Cuba
Abecedario de Los Animales (Animal Alphabet) (Album Espasa),el_autor_es_del_pais,Cuba
Mambrú,el_autor_es_del_pais,Cuba
Vamos de fiesta!,el_autor_es_del_pais,Cuba
Acerquense!,el_autor_es_del_pais,Cuba
En el barrio,el_autor_es_del_pais,Cuba
Sonrisas,el_autor_es_del_pais,Cuba
Strange Visitors (Stories for the Telling (Audio)) (Stories for the Telling),el_autor_es_del_pais,Cuba
Super Classroom Starter Kit,el_autor_es_del_pais,Cuba
A Surprise for Mother Rabbit (Stories the Year Round (Audio)) (Stories the Year 'round),el_autor_es_del_pais,Cuba
Turkey for Thanksgiving Dinner No Thanks!/Pavo Para LA Cena De Gracias     No Gracias (Stories the Year Round (Audio)) (Stories the Year 'round),el_autor_es_del_pais,Cuba
Turkey for Thanksgiving Dinner? No Thanks! (Stories the Year 'round),el_autor_es_del_pais,Cuba
Una vez en el medio del mar,el_autor_es_del_pais,Cuba
Uncle Nacho's Hat / El Sombrero Del Tio Nacho,el_autor_es_del_pais,Cuba
Ver y describir,el_autor_es_del_pais,Cuba
Voces (Puertas Al Sol / Gateways to the Sun),el_autor_es_del_pais,Cuba
What Are Ghosts Afraid of (Stories the Year Round (Audio)) (Stories the Year 'round),el_autor_es_del_pais,Cuba
Who's Hatching Here (Stories for the Telling (Audio)) (Stories for the Telling),el_autor_es_del_pais,Cuba
Who's Hatching Here? (Stories for the Telling (Little Books)),el_autor_es_del_pais,Cuba
LA Pinata Vacia (Cuentos Para Todo El Ano),el_autor_es_del_pais,Cuba
LA Pinata Vacia (Cuentos Para Todo el Ano (Audio)) (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
La Pinata Vacia (Cuentos Para Todo el Ano (Big Books)),el_autor_es_del_pais,Cuba
La Pinata Vacia (Cuentos Para Todo el Ano (Little Books)),el_autor_es_del_pais,Cuba
A la sombra de un ala,el_autor_es_del_pais,Cuba
La Sorpresa De Mama Coneja / A Surprise for Mother Rabbit (Cuentos Para Todo El Ano / Stories the Year 'round),el_autor_es_del_pais,Cuba
La sorpresa de Mamá Coneja,el_autor_es_del_pais,Cuba
Le Hamaca De La Vaca,el_autor_es_del_pais,Cuba
La voz del silencio,el_autor_es_del_pais,Cuba
Las cien voces del diablo,el_autor_es_del_pais,Cuba
Las horas del alma,el_autor_es_del_pais,Cuba
Delmira Agustini,el_autor_es_del_pais,Cuba
Los amantes clandestinos,el_autor_es_del_pais,Cuba
Vida de José Martí,el_autor_es_del_pais,Cuba
"Cuba, el laurel y la palma",el_autor_es_del_pais,Cuba
"Centroamérica, entre el ayer y el mañana",el_autor_es_del_pais,Cuba
Días como años,el_autor_es_del_pais,Cuba
Caribe amargo,el_autor_es_del_pais,Cuba
La frontera del adiós,el_autor_es_del_pais,Cuba
La poesía dominicana en el siglo XX,el_autor_es_del_pais,Cuba
Odiseo sin patria,el_autor_es_del_pais,Cuba
Transeunte de los sueños,el_autor_es_del_pais,Cuba
Chile,el_autor_es_del_pais,Cuba
Don federico Henríquez y Carvajal,el_autor_es_del_pais,Cuba
La muerte en el paraiso,el_autor_es_del_pais,Cuba
"Chile, un país para un regreso",el_autor_es_del_pais,Cuba
Ciervo vulnerado,el_autor_es_del_pais,Cuba
Dias como años,el_autor_es_del_pais,Cuba
El hombre de la rosa blanca,el_autor_es_del_pais,Cuba
Hombre peregrino,el_autor_es_del_pais,Cuba
Isla en las islas,el_autor_es_del_pais,Cuba
Isla in las islas,el_autor_es_del_pais,Cuba
La encrucijada revolucionaria de América Latina,el_autor_es_del_pais,Cuba
La frontera del adios,el_autor_es_del_pais,Cuba
La guerra psicológica en Ameérica Latina,el_autor_es_del_pais,Cuba
La lucha sin fin,el_autor_es_del_pais,Cuba
La muerte en el paraíso,el_autor_es_del_pais,Cuba
La poesia dominicana en el siglo XX,el_autor_es_del_pais,Cuba
Las dos orillas,el_autor_es_del_pais,Cuba
A la sombra de las galaxias,el_autor_es_del_pais,Cuba
La tierra más hermosa,el_autor_es_del_pais,Cuba
Los poetas dominicanos del 1965,el_autor_es_del_pais,Cuba
Luis Alberto,el_autor_es_del_pais,Cuba
Nuevas elegías en el Caribe,el_autor_es_del_pais,Cuba
Para nunca olvidar,el_autor_es_del_pais,Cuba
Pasadomañana,el_autor_es_del_pais,Cuba
País de balcones,el_autor_es_del_pais,Cuba
Poema coral para el retorno de Simón Bolívar,el_autor_es_del_pais,Cuba
"Poesía caminante, 1934-1984",el_autor_es_del_pais,Cuba
Poesía en el tiempo,el_autor_es_del_pais,Cuba
Poesía escrita en las Antillas,el_autor_es_del_pais,Cuba
Poesia en el tiempo,el_autor_es_del_pais,Cuba
Porque allí no habrá noche,el_autor_es_del_pais,Cuba
Provincia de amor,el_autor_es_del_pais,Cuba
Radiografía política de Chile,el_autor_es_del_pais,Cuba
"Romancero de Bayamo, y otros poemas",el_autor_es_del_pais,Cuba
Se hace camino al andar,el_autor_es_del_pais,Cuba
Siempre la vida,el_autor_es_del_pais,Cuba
Testimonio secreto,el_autor_es_del_pais,Cuba
Tres piezas de teatro hacia el mañana,el_autor_es_del_pais,Cuba
Viajero en el recuerdo,el_autor_es_del_pais,Cuba
Vida de Don Quijote de la libertad,el_autor_es_del_pais,Cuba
Visión del mundo,el_autor_es_del_pais,Cuba
Zona tórrida,el_autor_es_del_pais,Cuba
Antologia de la poesia hispanoamericana,el_autor_es_del_pais,Cuba
Caminante en España,el_autor_es_del_pais,Cuba
Carta marina a una niña perdida en la tierra,el_autor_es_del_pais,Cuba
"Chile, guitarra de América",el_autor_es_del_pais,Cuba
Corazón cotidiano,el_autor_es_del_pais,Cuba
Cuaderno del viajero,el_autor_es_del_pais,Cuba
El mundo como reino,el_autor_es_del_pais,Cuba
El nieto,el_autor_es_del_pais,Cuba
El pan sobre las aguas,el_autor_es_del_pais,Cuba
Evolución de la poesía costarricense,el_autor_es_del_pais,Cuba
Galáctico primero,el_autor_es_del_pais,Cuba
Haya de la Torre y la revolución constructiva de las Américas,el_autor_es_del_pais,Cuba
Dos proyecciones de lo dominicano,el_autor_es_del_pais,Cuba
La poesía dominicana en el siglo XX,el_autor_es_del_pais,Cuba
Porque Alli No Habra Noches,el_autor_es_del_pais,Cuba
Continuación del mundo,el_autor_es_del_pais,Cuba
Poesʹia esencial,el_autor_es_del_pais,Cuba
La Poesia Dominicana en el Siglo XX,el_autor_es_del_pais,Cuba
Poemas para cuatro manos,el_autor_es_del_pais,Cuba
"Daniel Oduber, una vida y cien imágenes",el_autor_es_del_pais,Cuba
Pablo Neruda y su presencia en Santo Domingo,el_autor_es_del_pais,Cuba
Zig Zag,el_autor_es_del_pais,Cuba
La caverna de las ideas,el_autor_es_del_pais,Cuba
Clara y la penumbra,el_autor_es_del_pais,Cuba
La llave del abismo,el_autor_es_del_pais,Cuba
Dama Numero Trece / The Number Thirteen Lady (Best Seller),el_autor_es_del_pais,Cuba
La dama número trece,el_autor_es_del_pais,Cuba
La Caja De Marfil/ The Ivory Box (Best Seller),el_autor_es_del_pais,Cuba
El cebo,el_autor_es_del_pais,Cuba
El detalle,el_autor_es_del_pais,Cuba
Dafne desvanecida,el_autor_es_del_pais,Cuba
La ventana pintada,el_autor_es_del_pais,Cuba
Dama Número Trece / the Thirteenth Lady,el_autor_es_del_pais,Cuba
Silencio de blanca,el_autor_es_del_pais,Cuba
El origen del mal,el_autor_es_del_pais,Cuba
El Detalle/ The Detail (Best Seller),el_autor_es_del_pais,Cuba
El Detalle/The Detail (Literatura),el_autor_es_del_pais,Cuba
Fantasmas de papel,el_autor_es_del_pais,Cuba
Geografia Mundial,el_autor_es_del_pais,Cuba
La caja de marfil,el_autor_es_del_pais,Cuba
Cartas de un asesino insignificante,el_autor_es_del_pais,Cuba
La Caja de Marfil (Best Seller,el_autor_es_del_pais,Cuba
La Caverna De Las Ideas/ The Cave of Ideas (Best Seller),el_autor_es_del_pais,Cuba
La Dama Numero Treceu,el_autor_es_del_pais,Cuba
La Ventana Pintada (El Libro De Bolsillo),el_autor_es_del_pais,Cuba
La Ventana Pintada / The Painted Window (Algaida Literaria),el_autor_es_del_pais,Cuba
Silencio De Blanca,el_autor_es_del_pais,Cuba
Tetrammeron,el_autor_es_del_pais,Cuba
Miguel Will,el_autor_es_del_pais,Cuba
"Martí, hombre",el_autor_es_del_pais,Cuba
Iconografía martiana,el_autor_es_del_pais,Cuba
Así vieron a Martí,el_autor_es_del_pais,Cuba
Así fue Martí,el_autor_es_del_pais,Cuba
Cloroformo,el_autor_es_del_pais,Cuba
Del casco al gorro frigio,el_autor_es_del_pais,Cuba
Discursos leídos en la recepción pública,el_autor_es_del_pais,Cuba
!En Cuba libre!,el_autor_es_del_pais,Cuba
Facetas de Martí,el_autor_es_del_pais,Cuba
Guía para las Obras completas de Martí,el_autor_es_del_pais,Cuba
La juventud de Martí,el_autor_es_del_pais,Cuba
Los natales de Martí,el_autor_es_del_pais,Cuba
"Martí, periodista",el_autor_es_del_pais,Cuba
Mujeres de Martí,el_autor_es_del_pais,Cuba
Significación martiana del 10 de octubre,el_autor_es_del_pais,Cuba
Martí en Dos Ríos,el_autor_es_del_pais,Cuba
Llover sobre mojado,el_autor_es_del_pais,Cuba
La situación,el_autor_es_del_pais,Cuba
Disidencias y coincidencias en Cuba,el_autor_es_del_pais,Cuba
Pasión de Urbino,el_autor_es_del_pais,Cuba
Temporada de ángeles,el_autor_es_del_pais,Cuba
Temporada de ángeles,el_autor_es_del_pais,Cuba
En busca de Viet Nam,el_autor_es_del_pais,Cuba
Arbol de la vida,el_autor_es_del_pais,Cuba
Bolero,el_autor_es_del_pais,Cuba
En ciudad semejante,el_autor_es_del_pais,Cuba
Razón y fuerza de Chile,el_autor_es_del_pais,Cuba
Avisos de ocasión,el_autor_es_del_pais,Cuba
Clave para Matta,el_autor_es_del_pais,Cuba
Cuba,el_autor_es_del_pais,Cuba
Cuba : Z. D. A,el_autor_es_del_pais,Cuba
En ciudad semejanta,el_autor_es_del_pais,Cuba
General a caballo,el_autor_es_del_pais,Cuba
Hemingway,el_autor_es_del_pais,Cuba
La situacio n,el_autor_es_del_pais,Cuba
La travesía,el_autor_es_del_pais,Cuba
La utopía cubana desde adentro,el_autor_es_del_pais,Cuba
Playa Girón,el_autor_es_del_pais,Cuba
Playa Giron,el_autor_es_del_pais,Cuba
Tiempo de cambio,el_autor_es_del_pais,Cuba
Trazado,el_autor_es_del_pais,Cuba
Pasión de Urbino ; General a caballo ; Temporada de ángeles,el_autor_es_del_pais,Cuba
Temporada de Angeles,el_autor_es_del_pais,Cuba
Trilogia Cubana,el_autor_es_del_pais,Cuba
La situación,el_autor_es_del_pais,Cuba
De Gutenberg a Bill Gates,el_autor_es_del_pais,Cuba
Charada,el_autor_es_del_pais,Cuba
Dissidences et coincidences a Cuba,el_autor_es_del_pais,Cuba
Poemas gráficos,el_autor_es_del_pais,Cuba
Cuentos,el_autor_es_del_pais,Cuba
Episodios de la revolucion cubana,el_autor_es_del_pais,Cuba
Cromitos cubanos,el_autor_es_del_pais,Cuba
Pasión de Cuba,el_autor_es_del_pais,Cuba
Episodios de la Revolución Cubana,el_autor_es_del_pais,Cuba
Crítica y filosofía,el_autor_es_del_pais,Cuba
Estudios históricos,el_autor_es_del_pais,Cuba
Estudios literarios,el_autor_es_del_pais,Cuba
La visión del valle,el_autor_es_del_pais,Cuba
Literatura cubana,el_autor_es_del_pais,Cuba
CÓmo Fortalecer el CarÁcter,el_autor_es_del_pais,Cuba
"Arte Eficaz de No Tomarte Nada Personal, en Los Negocios",el_autor_es_del_pais,Cuba
Biografía de Juan Bosch,el_autor_es_del_pais,Cuba
Proceso histórico del machadato,el_autor_es_del_pais,Cuba
Curso de sintaxis inglesa,el_autor_es_del_pais,Cuba
El tribunal de la historia,el_autor_es_del_pais,Cuba
Cambio ClimÁtico y Las Personas Vulnerables,el_autor_es_del_pais,Cuba
La campaña del sud y detalles para la historia,el_autor_es_del_pais,Cuba
Juan Bosch,el_autor_es_del_pais,Cuba
"Juan Bosch, Láutico García y la Iglesia Católica",el_autor_es_del_pais,Cuba
"Vida del hermano donado de la recoleta francisca, Andres Garcia",el_autor_es_del_pais,Cuba
"Los vinos del ""Condado de Huelva""",el_autor_es_del_pais,Cuba
La eficacia espacial del transporte terrestre español,el_autor_es_del_pais,Cuba
"Minerva llorosa a impulsos de la razón, y la lealtad",el_autor_es_del_pais,Cuba
Sistema Economico Mundial,el_autor_es_del_pais,Cuba
Apócrifo de Judas Izcariote,el_autor_es_del_pais,Cuba
"Historia chronologica de la santa, angelica, y apostolica capilla de Nuestra Señora del Pilar de la ciudad de Zaragoza, y de los progressos de sus reedificaciones",el_autor_es_del_pais,Cuba
Un pueblo lleno de ira,el_autor_es_del_pais,Cuba
Economía española. Estructura y regulación,el_autor_es_del_pais,Cuba
La competencia desleal en Colombia,el_autor_es_del_pais,Cuba
Prodigiosa Vida y Admirable Muerte de Nuestro Glorioso Padre San Francisco de Paula ... Unico Fundador y Patriarcha Del Orden de Los Minimos...,el_autor_es_del_pais,Cuba
Balmaceda,el_autor_es_del_pais,Cuba
Episodios de la Revolucion Cubana,el_autor_es_del_pais,Cuba
El dibujo del mundo,el_autor_es_del_pais,Cuba
Economía española : estructura y regulacion,el_autor_es_del_pais,Cuba
Comedia famosa. Las dos estrellas de Francia,el_autor_es_del_pais,Cuba
Ordenanzas sanitarias para el régimen de los municipios de la República,el_autor_es_del_pais,Cuba
"Comedia famosa. El amante mas cruel, y la amistad ya difunta",el_autor_es_del_pais,Cuba
Interacciones,el_autor_es_del_pais,Cuba
Armando A. Nutricio,el_autor_es_del_pais,Cuba
Deuda externa,el_autor_es_del_pais,Cuba
Miscelánea huasteca,el_autor_es_del_pais,Cuba
Fuera del juego,el_autor_es_del_pais,Cuba
El justo tiempo humano,el_autor_es_del_pais,Cuba
La mala memoria,el_autor_es_del_pais,Cuba
El justo tiempo humans,el_autor_es_del_pais,Cuba
Provocaciones,el_autor_es_del_pais,Cuba
Fuera del juego y otros poemas,el_autor_es_del_pais,Cuba
En mi jardín pastan los héroes,el_autor_es_del_pais,Cuba
"A fountain, a house of stone",el_autor_es_del_pais,Cuba
Poesía y política,el_autor_es_del_pais,Cuba
La hora,el_autor_es_del_pais,Cuba
El hombre junto al mar,el_autor_es_del_pais,Cuba
Poesía romántica inglesa,el_autor_es_del_pais,Cuba
El ánfora del diablo,el_autor_es_del_pais,Cuba
Entre dos origenistas y un eterno disidente,el_autor_es_del_pais,Cuba
Para el siglo que viene,el_autor_es_del_pais,Cuba
Vivir del cuento,el_autor_es_del_pais,Cuba
Selección de lecturas de investigación crítico literaria,el_autor_es_del_pais,Cuba
Fábula de ángeles,el_autor_es_del_pais,Cuba
Quiénes escriben en Cuba,el_autor_es_del_pais,Cuba
"Sudafrica, la otra cara del imperialismo",el_autor_es_del_pais,Cuba
Las armas de la gran mentira,el_autor_es_del_pais,Cuba
Del barro y las voces,el_autor_es_del_pais,Cuba
El siglo de Pogolotti,el_autor_es_del_pais,Cuba
El camino del arte,el_autor_es_del_pais,Cuba
La clase media en México,el_autor_es_del_pais,Cuba
Puntos en el espacio,el_autor_es_del_pais,Cuba
El caserón del cerro,el_autor_es_del_pais,Cuba
El caseron del cerro,el_autor_es_del_pais,Cuba
Estrella Molina,el_autor_es_del_pais,Cuba
La clase media y la cultura,el_autor_es_del_pais,Cuba
La pintura de dos siglos,el_autor_es_del_pais,Cuba
La República de Cuba,el_autor_es_del_pais,Cuba
Los Pobres en la prosa mexicana,el_autor_es_del_pais,Cuba
Marcelo Pogolotti,el_autor_es_del_pais,Cuba
La mala crianza,el_autor_es_del_pais,Cuba
La canción del outsider,el_autor_es_del_pais,Cuba
El impuro amor de las ciudades,el_autor_es_del_pais,Cuba
La piel del jaguar/ The Jaguar's Skin,el_autor_es_del_pais,Cuba
Por eso fui cazador,el_autor_es_del_pais,Cuba
Un hombre suave,el_autor_es_del_pais,Cuba
Suena una música,el_autor_es_del_pais,Cuba
La vida no te espera,el_autor_es_del_pais,Cuba
Las rosas artificiales,el_autor_es_del_pais,Cuba
El prisionero a muerte,el_autor_es_del_pais,Cuba
POPoemas,el_autor_es_del_pais,Cuba
Fumando con MIS Muertos,el_autor_es_del_pais,Cuba
