Obra,Relación,Fecha de Publicación
"Cuba, una poesía de la acción",fue_publicado_en,2005-01-01 00:00:00
Conversación con los difuntos,fue_publicado_en,1990-04-01 00:00:00
Los Das De Tu Vida,fue_publicado_en,1993-11-01 00:00:00
Desde La Eternidad,fue_publicado_en,1999-12-31 00:00:00
Cuentos,fue_publicado_en,2004-01-01 00:00:00
Cuentos Completos,fue_publicado_en,2002-01-01 00:00:00
LA Carne De Rene,fue_publicado_en,2001-10-01 00:00:00
La Vida Entera (1937-1977),fue_publicado_en,2005-01-01 00:00:00
Cuentos frios,fue_publicado_en,2006-11-14 00:00:00
Cuentos de la Risa Del Horror,fue_publicado_en,1994-01-01 00:00:00
Carne De Quimera/El Gallo En El Espejo,fue_publicado_en,2000-01-01 00:00:00
Acerca De Roberto Fernandez Retamar,fue_publicado_en,2001-01-01 00:00:00
El Santos 4,fue_publicado_en,2006-06-30 00:00:00
America Latina y sus comunidades discursivas,fue_publicado_en,1999-05-10 00:00:00
Ensayos Sobre La Inteligencia Americana,fue_publicado_en,2005-06-30 00:00:00
Cuentos (Intemporales),fue_publicado_en,2001-06-01 00:00:00
Alfonso Reyes Digital (Varias / No Definida),fue_publicado_en,2003-06-29 00:00:00
Cartilla Moral / Moral Identity Book (Centzontle),fue_publicado_en,2005-11-30 00:00:00
Contribuciones a la Historia de España y Mexico,fue_publicado_en,2005-01-01 00:00:00
Mexico en Una Nuez y Otras Nueces,fue_publicado_en,1996-01-01 00:00:00
Leyendas Cubanas,fue_publicado_en,2002-01-01 00:00:00
Cuentos de seres y lugares fantasticos,fue_publicado_en,2003-09-01 00:00:00
El Flamboyan Amarillo,fue_publicado_en,2004-10-30 00:00:00
Nina Y La Estrella/girl And The Starfish (Gongoli),fue_publicado_en,2004-12-27 00:00:00
¡Viva la tortuga! (Gongoli),fue_publicado_en,2004-01-01 00:00:00
Teoria Del Alma China/ Theory of the Chinese Soul (El Clan),fue_publicado_en,2006-11-01 00:00:00
Platero y yo,fue_publicado_en,1957-12-01 00:00:00
Platero and I Paperback,fue_publicado_en,2003-10-01 00:00:00
Canta pájaro lejano,fue_publicado_en,1984-06-01 00:00:00
Antologia Poetica,fue_publicado_en,1995-01-01 00:00:00
Musica De Otros/ the Music of Others,fue_publicado_en,2006-10-01 00:00:00
La Estacion Total Con Las Canciones De La Nueva Luz (Nuevos textos sagrados),fue_publicado_en,2002-01-01 00:00:00
Antologia de J.R. Jimenez,fue_publicado_en,2006-01-01 00:00:00
Antologia Poetica 2 - Juan Ramon Jimenez,fue_publicado_en,2000-11-01 00:00:00
Antologia Poetica / Poetic Anthology,fue_publicado_en,2002-01-01 00:00:00
Canta Pajaro Lejano (Austral Juvenil),fue_publicado_en,1998-06-01 00:00:00
Diario De Un Poeta Reciencasado (1916)/Diary of a Newly-Wed Poet (1916),fue_publicado_en,2004-06-30 00:00:00
Diario De Un Poeta Reciencasado 1916 / Diary of the Newlywed Poet 1916,fue_publicado_en,2007-02-14 00:00:00
Estio,fue_publicado_en,2000-10-01 00:00:00
Paginas Escojidas - Verso,fue_publicado_en,2001-02-01 00:00:00
Piedra y Cielo,fue_publicado_en,2000-11-01 00:00:00
Segunda Antologia Poetica (Poesia),fue_publicado_en,2002-06-01 00:00:00
Tercera Antologia Poetica 1898-1953,fue_publicado_en,1999-07-01 00:00:00
Verde Verderol/Green Greenery,fue_publicado_en,2006-07-30 00:00:00
El Ballet,fue_publicado_en,2000-01-01 00:00:00
El Arte de Bregar,fue_publicado_en,2000-01-01 00:00:00
Cómo Se Elabora un Texto,fue_publicado_en,2002-09-09 00:00:00
Tuyo Es El Reino / Thine Is the Kingdom,fue_publicado_en,1998-01-01 00:00:00
Ceremonias Para Actores Desesperados,fue_publicado_en,2005-04-01 00:00:00
El Horizonte y Otros Regresos,fue_publicado_en,1998-01-01 00:00:00
Granta en español #6,fue_publicado_en,2005-11-01 00:00:00
"Estancia Argentina, La",fue_publicado_en,1991-11-01 00:00:00
Teorias de La Lirica (Seccion de Obras de Lengua E Estudios Literarios),fue_publicado_en,1998-10-01 00:00:00
La Religion Del Vacio Y Otros Ensayos (Tierra Firme),fue_publicado_en,2002-06-28 00:00:00
The Hunter (aka Point Blank and Payback),fue_publicado_en,1974-02-14 00:00:00
Two Much,fue_publicado_en,1989-09-01 00:00:00
The hook,fue_publicado_en,2000-10-21 00:00:00
Butcher's Moon,fue_publicado_en,1985-06-01 00:00:00
Hallucination Orbit,fue_publicado_en,1983-03-01 00:00:00
Gestion de La Distribucion Comercial,fue_publicado_en,1991-11-01 00:00:00
Aprendices de Brujo,fue_publicado_en,2005-04-05 00:00:00
La isla viajera,fue_publicado_en,2004-11-01 00:00:00
¡Qué extraños son los terrícolas!,fue_publicado_en,2006-02-09 00:00:00
Adivínalo si puedes,fue_publicado_en,2003-09-01 00:00:00
El libro de Antón Pirulero,fue_publicado_en,1998-02-01 00:00:00
ArabAmericas. Literary Entanglements of the American Hemisphere and the Arab World,fue_publicado_en,2006-01-01 00:00:00
Todas las islas la isla,fue_publicado_en,2000-01-01 00:00:00
Worldwide : archipels de la mondialisation = archipiélagos de la globalización,fue_publicado_en,2012-05-15 00:00:00
Tiempo Hermoso,fue_publicado_en,1999-01-01 00:00:00
Poemas de Jose Jacinto Milanes,fue_publicado_en,2007-01-29 00:00:00
Hay muchos modos de jugar,fue_publicado_en,2005-01-01 00:00:00
Cuerdas para Aleister,fue_publicado_en,2005-01-01 00:00:00
No Mueras Sin Laberinto,fue_publicado_en,2005-09-01 00:00:00
El comandante ya tiene quién le escriba,fue_publicado_en,2003-09-01 00:00:00
Die Ringe des Saturn,fue_publicado_en,2001-06-01 00:00:00
Vertigo,fue_publicado_en,2001-01-03 00:00:00
Gramática española,fue_publicado_en,2002-06-30 00:00:00
Canta Que Te Cantaras,fue_publicado_en,2004-06-01 00:00:00
Mas Alla De Los Rosales,fue_publicado_en,2003-06-01 00:00:00
La Ciudad Como Proyecto Educativo (Biblioteca Latinoamericana de Educacion),fue_publicado_en,2002-11-01 00:00:00
Para Betina (For Betina),fue_publicado_en,2002-03-01 00:00:00
La nina de plata (IV Premio a La Delta),fue_publicado_en,2003-10-01 00:00:00
"El Genero Programatico Aleman,1900-1914 (Europaische Hochschulschriften Reihe I, Deutsche Sprache Und Literatur)",fue_publicado_en,2007-02-06 00:00:00
Un hombre de todos los tiempos,fue_publicado_en,1999-04-01 00:00:00
Diosa / Goddess (Sonrisa Vertical / Vertical Smile) (Sonrisa Vertical / Vertical Smile),fue_publicado_en,2006-02-15 00:00:00
Accidente,fue_publicado_en,2004-12-12 00:00:00
El Merito Es Vivir,fue_publicado_en,2002-01-01 00:00:00
Secretos De Generales,fue_publicado_en,1997-06-01 00:00:00
Las aventuras de Pinocho,fue_publicado_en,2017-05-30 00:00:00
La personalidad en el marco de una teoría del comportamiento humano,fue_publicado_en,2004-06-30 00:00:00
Nuevas aportaciones a la prevención de las drogodependencias,fue_publicado_en,2000-08-01 00:00:00
Diarios de Motocicleta,fue_publicado_en,1994-09-01 00:00:00
"Versos comunicantes, 2",fue_publicado_en,2005-01-01 00:00:00
Obras 1,fue_publicado_en,1997-05-01 00:00:00
Obras 2,fue_publicado_en,1998-10-01 00:00:00
Obras 3,fue_publicado_en,2000-01-01 00:00:00
Album De Bodas,fue_publicado_en,2000-01-01 00:00:00
Ese Sol Del Mundo Moral / Sun of the Moral World,fue_publicado_en,2002-01-01 00:00:00
Lo Cubano En La Poesia,fue_publicado_en,2002-01-01 00:00:00
Lucian Freud,fue_publicado_en,1989-12-01 00:00:00
Autobiografía,fue_publicado_en,2007-01-01 00:00:00
Diario de amor,fue_publicado_en,2006-06-01 00:00:00
"Guatimozin, ultimo emperador de Mexico",fue_publicado_en,2007-01-31 00:00:00
La velada del helecho,fue_publicado_en,2007-03-26 00:00:00
Sab (Hispanic Literature),fue_publicado_en,1993-09-01 00:00:00
Tu Amante Ultrajada No Puede Ser Tu Amiga: Cartas de Amor,fue_publicado_en,2004-01-01 00:00:00
Big bang,fue_publicado_en,2002-01-01 00:00:00
Barroco,fue_publicado_en,1991-10-01 00:00:00
Obra completa,fue_publicado_en,2000-01-01 00:00:00
Gatico-Gatico,fue_publicado_en,2001-06-01 00:00:00
Antologia - Severo Sarduy,fue_publicado_en,2001-04-01 00:00:00
Obras I. PoesÃ­a (Tierra Firme),fue_publicado_en,2007-03-01 00:00:00
Pajaros De La Playa,fue_publicado_en,2002-01-01 00:00:00
Los Pelusos,fue_publicado_en,2002-11-01 00:00:00
Desvan de America,fue_publicado_en,2003-01-01 00:00:00
El Nino Que Conversaba Con LA Mar (Edebe Tucan),fue_publicado_en,1999-01-01 00:00:00
El Nino Que Conversaba Con La Mar/the Boy Who Talked To The Sea (Edebe Tucan),fue_publicado_en,2000-12-01 00:00:00
Entre Brujas Vuela El Cuento (La Cuna de Ulises),fue_publicado_en,2000-12-01 00:00:00
Inventarse Un Amigo,fue_publicado_en,1998-06-01 00:00:00
Las cartas de Alain/ Alain's Letters (Sopa De Libros/ Soup of Books),fue_publicado_en,2006-07-30 00:00:00
Black Woman and Other Poems/Mujer negra y otros poemas,fue_publicado_en,2004-04-28 00:00:00
Las muchachas de La Habana no tienen temor de Dios--,fue_publicado_en,2004-01-01 00:00:00
Mujeres latinoamericanas,fue_publicado_en,1999-04-01 00:00:00
Manuel Gutiérrez Nájera y sus cuentos,fue_publicado_en,1998-12-01 00:00:00
Desarrollo económico de América Latina y el Caribe,fue_publicado_en,2001-06-28 00:00:00
Frontera y globalización,fue_publicado_en,2003-06-29 00:00:00
La frontera como reto,fue_publicado_en,2006-02-15 00:00:00
Arielismo y Globalización,fue_publicado_en,2003-06-29 00:00:00
Ejercicios Para Hacer De La Esterilidad Virtud,fue_publicado_en,2007-02-28 00:00:00
La Caja Esta Cerrada,fue_publicado_en,2002-01-01 00:00:00
La Caja Esta Cerradau,fue_publicado_en,2002-01-01 00:00:00
La Leona de Mèxico (Mexico`s Lioness),fue_publicado_en,2003-04-01 00:00:00
"La fotografia del hombre colgado, Laura, Historias al margen / The Photo of the Hanging Man , Laura, Margin Histories (La Casa Ciega/the Blind House)",fue_publicado_en,2005-03-29 00:00:00
Los Monstruos De La Niebla,fue_publicado_en,2005-06-30 00:00:00
Recordada Sombra,fue_publicado_en,2005-06-30 00:00:00
"Un cadaver en la bahia, El enigma del Triple Sam, El preso de la celda ""Raiz cuadrada de 169"" / A Corpse at the Bay, The Enigma of Triple Sam, The Prisoner ... Y Otros (La Casa Ciega / the Blind House)",fue_publicado_en,2005-03-29 00:00:00
El Rey Del Maestrazgo (Mr Novela Historica),fue_publicado_en,2005-02-15 00:00:00
Escritores Espias,fue_publicado_en,2004-01-01 00:00:00
Crimenes Sin Castigo,fue_publicado_en,2002-06-01 00:00:00
Els viatges d'Ali Bei,fue_publicado_en,1968-12-01 00:00:00
Españoles En Cuba En El Siglo XX / Spanish in Cuba in the 20th Century,fue_publicado_en,2004-12-14 00:00:00
Nuevo Diccionario Cubano De Seudonimos,fue_publicado_en,2003-05-01 00:00:00
Mala sangre y Dios,fue_publicado_en,1999-12-01 00:00:00
Lo que escribe la mano sin mentira,fue_publicado_en,2005-01-01 00:00:00
La nada cotidiana,fue_publicado_en,2003-03-01 00:00:00
Bailar con la vida,fue_publicado_en,2006-06-30 00:00:00
La cazadora de astros,fue_publicado_en,2007-12-04 00:00:00
Café Nostalgia,fue_publicado_en,1999-01-01 00:00:00
Te Di LA Vida Entera,fue_publicado_en,1999-01-01 00:00:00
LA Nada Cotidiana,fue_publicado_en,2001-12-01 00:00:00
Sangre Azul,fue_publicado_en,1996-01-01 00:00:00
El pie de mi padre,fue_publicado_en,2003-03-01 00:00:00
Cafe Nostalgia,fue_publicado_en,2002-12-01 00:00:00
Vagón para Fumadores,fue_publicado_en,2000-01-01 00:00:00
Los misterios de la Habana,fue_publicado_en,2004-11-30 00:00:00
La Eternidad Del Instante,fue_publicado_en,2005-01-04 00:00:00
Dreamweaver 8 (Manuales Imprescindibles / Essential Manuals) (Spanish Edition),fue_publicado_en,2007-01-30 00:00:00
Viajeros Españoles De Las,fue_publicado_en,2004-06-30 00:00:00
Personalidades Cubanas Siglo XX / Cuban Personalities Of The 20th Century,fue_publicado_en,2002-01-01 00:00:00
Experiencia de la crítica,fue_publicado_en,2003-01-01 00:00:00
"Material memoria, 1977-1992 (Obra poetica)",fue_publicado_en,1999-01-01 00:00:00
"Variaciones Sobre El Pajaro Y La Red, Precedido De La Piedra Y El Centro",fue_publicado_en,2002-01-01 00:00:00
La experiencia abisal,fue_publicado_en,2004-01-01 00:00:00
Al Dios Del Lugar,fue_publicado_en,2002-06-01 00:00:00
El Fin De La Edad De Plata Seguido De Nueve Enunciaciones,fue_publicado_en,2002-01-01 00:00:00
Las Palabras De La Tribu,fue_publicado_en,2002-01-01 00:00:00
No Amanece El Cantor,fue_publicado_en,2002-06-01 00:00:00
Noventa Y Nueve Poemas,fue_publicado_en,2002-01-01 00:00:00
Visiones de exilio,fue_publicado_en,2008-01-28 00:00:00
Poemas de Jose Maria Heredia,fue_publicado_en,2007-02-05 00:00:00
Briefe an einen jungen Dichter,fue_publicado_en,1991-03-01 00:00:00
Geschichten vom lieben Gott,fue_publicado_en,1990-10-01 00:00:00
Stundenbuch,fue_publicado_en,1988-02-01 00:00:00
El Libro de Las Imagenes,fue_publicado_en,2006-01-01 00:00:00
El Libro de Horas,fue_publicado_en,1998-08-01 00:00:00
Sonetos a Orfeo,fue_publicado_en,2000-05-01 00:00:00
Correspondencia - Rilke Salome,fue_publicado_en,1997-07-01 00:00:00
El Testamento,fue_publicado_en,1997-05-01 00:00:00
A Lo Largo de La Vida,fue_publicado_en,2001-01-01 00:00:00
Corona de sombra,fue_publicado_en,1961-06-01 00:00:00
"Corona De Sombra, Corona De Fuego, Corona De Luz",fue_publicado_en,1979-01-01 00:00:00
The Labyrinth of Solitude,fue_publicado_en,1994-01-12 00:00:00
Essays,fue_publicado_en,1973-03-01 00:00:00
El laberinto de la soledad,fue_publicado_en,1983-06-01 00:00:00
Rufino Tamayo,fue_publicado_en,1985-10-01 00:00:00
Corriente alterna,fue_publicado_en,1991-01-01 00:00:00
Tiempo nublado,fue_publicado_en,1986-08-01 00:00:00
Libertad bajo palabra,fue_publicado_en,1968-12-01 00:00:00
Itinerario,fue_publicado_en,2000-11-14 00:00:00
Posdata,fue_publicado_en,1998-06-01 00:00:00
Ladera este (1962-1968),fue_publicado_en,1999-09-01 00:00:00
Children of the mire,fue_publicado_en,1975-09-01 00:00:00
"Sor Juana Inés de la Cruz, o, Las trampas de la fe",fue_publicado_en,1995-01-01 00:00:00
Anthology of Mexican poetry,fue_publicado_en,1983-06-01 00:00:00
Versiones y diversiones,fue_publicado_en,2001-05-01 00:00:00
Apariencia desnuda,fue_publicado_en,1992-07-01 00:00:00
Los privilegios de la vista,fue_publicado_en,1999-03-01 00:00:00
Marcel Duchamp,fue_publicado_en,1981-06-01 00:00:00
La Llama Doble,fue_publicado_en,1995-01-01 00:00:00
Aguila o sol? =,fue_publicado_en,1998-02-01 00:00:00
Vislumbres de la India,fue_publicado_en,1999-03-01 00:00:00
El Laberinto De LA Soledad/Postdata/Vuelta a El Laberinto De LA Soledad (Coleccion Popular),fue_publicado_en,1995-08-01 00:00:00
Convergencias,fue_publicado_en,1991-06-01 00:00:00
El arco y la lira (Seccion de Lengua y Estudios Literarios),fue_publicado_en,2005-09-29 00:00:00
Vislumbres de La India,fue_publicado_en,2003-06-01 00:00:00
"Labyrinth of Solitude, the",fue_publicado_en,1999-06-01 00:00:00
El Mono Gramatico,fue_publicado_en,1995-09-01 00:00:00
Teatro de signos/transparencias,fue_publicado_en,1989-05-01 00:00:00
Vuelta,fue_publicado_en,1995-09-01 00:00:00
Arbol adentro,fue_publicado_en,1995-09-01 00:00:00
In Search of the Present,fue_publicado_en,1991-06-01 00:00:00
Ladera este,fue_publicado_en,2003-04-01 00:00:00
La Hija De Rappaccini,fue_publicado_en,1998-06-30 00:00:00
Memorias y Palabras / Words and Memories,fue_publicado_en,2003-06-01 00:00:00
Aquila O Sol,fue_publicado_en,1987-06-01 00:00:00
La casa de la presencia,fue_publicado_en,1999-01-01 00:00:00
La Estacion Violenta,fue_publicado_en,1994-06-01 00:00:00
La Otra Voz,fue_publicado_en,1990-06-01 00:00:00
"Obra Poetica, 1935-1998 (Opera Mundi)",fue_publicado_en,2004-01-01 00:00:00
Pasado en Claro,fue_publicado_en,1978-12-01 00:00:00
El Laberinto De LA Soledad,fue_publicado_en,1991-07-01 00:00:00
Apariencia Desnuda- La Obra De Marcel Duchamp,fue_publicado_en,2002-06-30 00:00:00
Arbol Adentro,fue_publicado_en,1995-09-01 00:00:00
Claridad Errante (Fondo 2000 Series) (Fondo 2000 Series),fue_publicado_en,1999-08-01 00:00:00
Obras completas y otros cuentos,fue_publicado_en,1995-09-01 00:00:00
Lo demás es silencio,fue_publicado_en,1986-01-01 00:00:00
Movimiento perpetuo,fue_publicado_en,1990-01-01 00:00:00
Viaje al centro de la fábula,fue_publicado_en,1993-11-01 00:00:00
La vaca,fue_publicado_en,1998-08-31 00:00:00
La  palabra mágica,fue_publicado_en,1996-07-01 00:00:00
La letra e,fue_publicado_en,1998-08-01 00:00:00
Cuentos / Fábulas / Lo demás es silencio,fue_publicado_en,1996-10-01 00:00:00
Sinfonía concluida y otros cuentos,fue_publicado_en,2001-01-01 00:00:00
Tríptico,fue_publicado_en,1995-01-01 00:00:00
Cuentos y fábulas,fue_publicado_en,1996-11-30 00:00:00
Los buscadores de oro,fue_publicado_en,1995-01-01 00:00:00
Literatura y vida,fue_publicado_en,2004-01-01 00:00:00
La exportación de cerebros,fue_publicado_en,2006-09-01 00:00:00
Respuesta a sor Filotea de la Cruz,fue_publicado_en,1994-12-01 00:00:00
Inundación castálida,fue_publicado_en,2000-09-01 00:00:00
Obras Completas,fue_publicado_en,1997-01-01 00:00:00
Obras completas de Sor Juana Inés de la Cruz,fue_publicado_en,1994-12-01 00:00:00
Sor Juana's Love Poems (Poemas de Amor),fue_publicado_en,2003-03-24 00:00:00
Primero Sueño Y Otros Escritos (Aula Atlantica),fue_publicado_en,2006-06-30 00:00:00
Carta atenagórica,fue_publicado_en,2007-01-01 00:00:00
Poemas - Sor Juana Ines de La Cruz,fue_publicado_en,1997-07-01 00:00:00
Obras Completas de Sor Juana Ines De La Cruz (III) Autos y Loas,fue_publicado_en,1996-11-01 00:00:00
Respuesta a sor Filotea,fue_publicado_en,2006-10-28 00:00:00
The divine Narcissus =,fue_publicado_en,1998-05-01 00:00:00
Antologia poetica,fue_publicado_en,2007-01-01 00:00:00
Primero Sueño Y Otros Textos (Intemporales),fue_publicado_en,1998-06-01 00:00:00
Primero Sueño - 583 -,fue_publicado_en,2005-03-01 00:00:00
Primero Sueño y Otros Textos,fue_publicado_en,1996-03-01 00:00:00
"Sonetos (Temes de Consum,)",fue_publicado_en,2001-12-01 00:00:00
Versos Profanos,fue_publicado_en,1999-06-01 00:00:00
Villancicos,fue_publicado_en,2006-09-01 00:00:00
El Divino Narciso/ the Divine Narcissus,fue_publicado_en,2003-06-30 00:00:00
Prosa Y Versos,fue_publicado_en,1999-01-01 00:00:00
Amor es más laberinto (Diferencias / Differences),fue_publicado_en,2006-10-28 00:00:00
Inundación castálida (Diferencias / Differences),fue_publicado_en,2006-10-28 00:00:00
Poemas de Sor Juana,fue_publicado_en,2006-10-30 00:00:00
Empeqos de Una Casa -Spanish-,fue_publicado_en,2001-01-01 00:00:00
Poesia Lirica,fue_publicado_en,1994-12-31 00:00:00
Carta atenagórica y Respuesta a sor Filotea,fue_publicado_en,2007-01-01 00:00:00
Obras de sor Juana Inés de la Cruz,fue_publicado_en,2007-01-01 00:00:00
Sor Juana Ines de la Cruz,fue_publicado_en,2003-09-01 00:00:00
"Monja y casada, virgen y martir",fue_publicado_en,2001-10-01 00:00:00
El llano en llamas,fue_publicado_en,1992-06-01 00:00:00
Pedro Páramo / El llano en llamas,fue_publicado_en,1995-03-01 00:00:00
Spanish Short Stories 1 — Cuentos hispánicos 1,fue_publicado_en,1966-11-30 00:00:00
Aires de las colinas,fue_publicado_en,2000-10-01 00:00:00
El gallo de oro,fue_publicado_en,1990-06-01 00:00:00
Juan Rulfo,fue_publicado_en,1997-06-30 00:00:00
¡Diles que no me maten!,fue_publicado_en,2005-06-30 00:00:00
Obras,fue_publicado_en,1996-12-01 00:00:00
"Cuadernos de Juan Rulfo, Los",fue_publicado_en,1996-06-01 00:00:00
Memoria del paisaje,fue_publicado_en,2004-07-02 00:00:00
Los mejores relatos latinoamericanos,fue_publicado_en,1999-07-01 00:00:00
Tomas and the Library Lady,fue_publicado_en,2000-02-22 00:00:00
Confetti,fue_publicado_en,1996-10-01 00:00:00
Rainbow Tulip,fue_publicado_en,2003-03-01 00:00:00
A birthday basket for Tía,fue_publicado_en,1997-09-01 00:00:00
A library for Juana,fue_publicado_en,2002-11-12 00:00:00
"Uno, dos, tres =",fue_publicado_en,2000-03-28 00:00:00
Listen to the Desert/Oye Al Desierto,fue_publicado_en,1994-01-01 00:00:00
Una Biblioteca Para Juana,fue_publicado_en,2002-11-01 00:00:00
Agua agua agua,fue_publicado_en,1995-08-01 00:00:00
La carrera del sapo y el venado,fue_publicado_en,2001-08-09 00:00:00
La noche que se cayo la luna,fue_publicado_en,2000-08-30 00:00:00
Carrera del Sapo y El Venado (Race of Toad and Deer),fue_publicado_en,2005-04-01 00:00:00
Biblioteca Para Juana,fue_publicado_en,2002-12-01 00:00:00
La noche que se cayo la luna (Libro Tigrillo),fue_publicado_en,2005-12-28 00:00:00
Dona Flor (Spanish),fue_publicado_en,2005-10-01 00:00:00
Carrera del Sapo y el Venado,fue_publicado_en,2004-10-19 00:00:00
Como agua para chocolate,fue_publicado_en,1992-01-01 00:00:00
